InvoiceID,CustomerID,BranchID,InvoiceDate,Channel,PaymentMethod,DiscountAmount,TotalAmount,Status,Year,Month,YearMonth,ItemsCount,ItemsQty
INV003962,C01557,B02,1401-08-07,Store,OnlinePay,0.0,4076681.0,Completed,1401,8,1401-08,6,24
INV003963,C00554,B03,1404-08-12,Store,Cash,156668.0,4774996.0,Completed,1404,8,1404-08,5,16
INV003964,C00427,B03,1403-04-16,Store,Card,157038.0,2553143.0,Completed,1403,4,1403-04,4,9
INV003965,C01165,B08,1400-08-29,Store,Card,0.0,2419093.0,Cancelled,1400,8,1400-08,4,12
INV003966,C02012,B04,1401-11-26,App,OnlinePay,169218.0,1536266.0,Completed,1401,11,1401-11,2,6
INV003967,C00921,B99,1402-03-16,Online,OnlinePay,0.0,3494423.0,Completed,1402,3,1402-03,5,14
INV003968,C01805,B06,1402-03-10,Store,Wallet,0.0,3052739.0,Completed,1402,3,1402-03,6,13
INV003969,C00792,B01,1404-12-28,Store,Card,0.0,2134273.0,Completed,1404,12,1404-12,3,10
INV003970,C00686,B99,1404-01-05,Online,Cash,52240.0,1277561.0,Completed,1404,1,1404-01,2,5
INV003971,C01080,B99,1404-05-03,Online,Card,0.0,898302.0,Completed,1404,5,1404-05,1,2
INV003972,C01095,B07,1400-01-31,Store,OnlinePay,64890.0,1961201.0,Completed,1400,1,1400-01,3,11
INV003973,C00302,B08,1402-10-28,Store,Card,73435.0,2238098.0,Completed,1402,10,1402-10,2,7
INV003974,C01410,B05,1402-03-03,Store,Card,0.0,4657066.0,Completed,1402,3,1402-03,5,20
INV003975,C01905,B06,1404-11-20,Store,Wallet,0.0,1345269.0,Completed,1404,11,1404-11,3,9
INV003976,C00603,B99,1405-04-18,Online,Cash,322472.0,2340502.0,Completed,1405,4,1405-04,4,10
INV003977,C00918,B99,1402-10-19,Online,Cash,0.0,2969437.0,Completed,1402,10,1402-10,4,11
INV003978,C00365,B01,1405-05-20,Store,Cash,0.0,2262940.0,Completed,1405,5,1405-05,2,9
INV003979,C00699,B07,1400-02-03,Store,Card,0.0,4556383.0,Completed,1400,2,1400-02,6,14
INV003980,C01259,B01,1402-03-20,Store,Cash,102767.0,2396264.0,Completed,1402,3,1402-03,3,11
INV003981,C02003,B99,1404-07-09,Store,OnlinePay,0.0,1432784.0,Completed,1404,7,1404-07,4,14
INV003982,C00096,B01,1402-06-07,Store,Card,0.0,3615352.0,Completed,1402,6,1402-06,6,20
INV003983,C01626,B99,1405-02-27,Online,OnlinePay,0.0,2579021.0,Completed,1405,2,1405-02,3,11
INV003984,C00731,B99,1401-07-25,Online,OnlinePay,0.0,4152575.0,Completed,1401,7,1401-07,2,10
INV003985,C01090,B99,1404-08-15,Online,OnlinePay,0.0,2299301.0,Completed,1404,8,1404-08,3,11
INV003986,C00728,B99,1401-06-18,Store,Wallet,0.0,585954.0,Completed,1401,6,1401-06,1,2
INV003987,C01044,B03,1401-06-06,Store,OnlinePay,0.0,1234662.0,Completed,1401,6,1401-06,2,6
INV003988,C00514,B02,1402-12-05,Store,Wallet,113258.0,3872189.0,Completed,1402,12,1402-12,4,12
INV003989,C01798,B02,1405-04-02,Store,Card,0.0,526102.0,Completed,1405,4,1405-04,1,2
INV003990,C00855,B99,1403-08-19,Online,Cash,98042.0,1458923.0,Completed,1403,8,1403-08,1,5
INV003991,C00583,B99,1403-11-22,Store,OnlinePay,52805.0,533149.0,Completed,1403,11,1403-11,1,2
INV003992,C00657,B07,1400-01-20,Store,OnlinePay,0.0,3071786.0,Completed,1400,1,1400-01,3,9
INV003993,C01361,B06,1400-06-06,App,Wallet,27011.0,903152.0,Completed,1400,6,1400-06,3,5
INV003994,C00700,B99,1400-07-04,Store,OnlinePay,0.0,2857566.0,Completed,1400,7,1400-07,5,10
INV003995,C00004,B05,1404-09-26,Store,Card,0.0,1080471.0,Completed,1404,9,1404-09,2,6
INV003996,C01908,B99,1401-09-11,Store,Card,67866.0,1129713.0,Completed,1401,9,1401-09,3,5
INV003997,C01404,B01,1402-03-26,Store,Card,0.0,1905023.0,Completed,1402,3,1402-03,2,7
INV003998,C01620,B05,1403-10-06,Store,Card,0.0,2466637.0,Completed,1403,10,1403-10,5,11
INV003999,C00881,B03,1403-08-16,Store,Card,0.0,1717197.0,Completed,1403,8,1403-08,3,11
INV004000,C01828,B99,1402-09-21,Store,Cash,113848.0,3245459.0,Completed,1402,9,1402-09,3,11
INV004001,C01243,B99,1400-01-08,Online,Card,56227.0,916209.0,Completed,1400,1,1400-01,1,4
INV004002,C00271,B99,1402-12-12,Store,Cash,0.0,358007.0,Completed,1402,12,1402-12,1,1
INV004003,C01428,B06,1404-05-10,Store,OnlinePay,239125.0,3998551.0,Completed,1404,5,1404-05,5,14
INV004004,C01291,B99,1401-09-07,Online,Card,0.0,3883693.0,Completed,1401,9,1401-09,4,17
INV004005,C00184,B99,1404-03-16,Store,Cash,0.0,1300020.0,Completed,1404,3,1404-03,2,6
INV004006,C00554,B03,1400-02-05,Store,Cash,0.0,5577761.0,Completed,1400,2,1400-02,5,18
INV004007,C02099,B07,1405-02-07,Store,OnlinePay,51789.0,2381338.0,Completed,1405,2,1405-02,3,9
INV004008,C00614,B05,1405-04-11,App,Card,0.0,3507001.0,Completed,1405,4,1405-04,3,13
INV004009,C00977,B99,1400-01-05,Store,Card,0.0,1435768.0,Completed,1400,1,1400-01,5,12
INV004010,C01157,B04,1402-12-26,Store,Card,0.0,3352875.0,Completed,1402,12,1402-12,6,19
INV004011,C01436,B04,1402-09-28,Store,Card,0.0,4262403.0,Completed,1402,9,1402-09,4,12
INV004012,C01492,B99,1404-11-02,Store,Cash,0.0,3769956.0,Completed,1404,11,1404-11,6,24
INV004013,C01747,B06,1403-05-28,Store,Cash,238053.0,2189712.0,Completed,1403,5,1403-05,6,11
INV004014,C00353,B99,1403-10-08,Online,Card,0.0,778394.0,Completed,1403,10,1403-10,1,2
INV004015,C01615,B04,1401-06-20,Store,Card,0.0,2385169.0,Completed,1401,6,1401-06,4,13
INV004016,C00052,B01,1400-08-02,Store,Cash,0.0,2787632.0,Completed,1400,8,1400-08,6,21
INV004017,C01347,B05,1404-02-19,Store,OnlinePay,51181.0,576801.0,Completed,1404,2,1404-02,1,2
INV004018,C00145,B99,1403-10-26,Online,Cash,0.0,3190910.0,Completed,1403,10,1403-10,6,14
INV004019,C01051,B06,1404-10-17,Store,Card,83224.0,2532343.0,Completed,1404,10,1404-10,2,6
INV004020,C00321,B07,1404-11-07,Store,Wallet,0.0,1851846.0,Completed,1404,11,1404-11,4,12
INV004021,C01331,B04,1403-11-15,Store,Card,0.0,3976606.0,Completed,1403,11,1403-11,5,19
INV004022,C00758,B05,1403-05-23,Store,OnlinePay,0.0,3161201.0,Cancelled,1403,5,1403-05,3,9
INV004023,C00149,B99,1405-02-16,Online,Card,0.0,2730486.0,Completed,1405,2,1405-02,6,15
INV004024,C01659,B08,1404-08-24,Store,OnlinePay,0.0,475968.0,Completed,1404,8,1404-08,1,4
INV004025,C01184,B03,1405-01-04,Store,Card,0.0,4683498.0,Completed,1405,1,1405-01,6,15
INV004026,C00036,B99,1405-06-25,Store,Card,0.0,1786889.0,Completed,1405,6,1405-06,2,9
INV004027,C01659,B99,1402-09-06,Online,OnlinePay,0.0,1750677.0,Completed,1402,9,1402-09,4,13
INV004028,C00969,B05,1404-03-30,Store,OnlinePay,164148.0,3127482.0,Completed,1404,3,1404-03,6,21
INV004029,C00173,B07,1404-02-12,Store,Card,0.0,301396.0,Completed,1404,2,1404-02,1,2
INV004030,C01168,B07,1401-04-06,Store,Cash,76132.0,1765775.0,Completed,1401,4,1401-04,3,6
INV004031,C00485,B01,1403-11-25,Store,Card,0.0,4195095.0,Completed,1403,11,1403-11,3,15
INV004032,C00932,B04,1402-10-29,Store,Card,0.0,1148143.0,Completed,1402,10,1402-10,4,9
INV004033,C00572,B99,1402-12-14,Online,Card,0.0,3543171.0,Completed,1402,12,1402-12,4,13
INV004034,C00785,B99,1401-04-23,Online,Cash,0.0,418826.0,Returned,1401,4,1401-04,1,1
INV004035,C01693,B04,1404-05-21,App,OnlinePay,0.0,3045249.0,Completed,1404,5,1404-05,5,14
INV004036,C02061,B99,1404-02-29,App,Cash,0.0,168933.0,Completed,1404,2,1404-02,1,3
INV004037,C01360,B01,1403-05-11,Store,Cash,65514.0,2586558.0,Completed,1403,5,1403-05,5,13
INV004038,C00768,B01,1401-02-25,Store,Wallet,28615.0,988345.0,Completed,1401,2,1401-02,4,10
INV004039,C00358,B08,1403-06-28,Store,OnlinePay,0.0,1428971.0,Completed,1403,6,1403-06,2,7
INV004040,C01815,B99,1400-10-08,Online,Card,0.0,2475409.0,Completed,1400,10,1400-10,2,9
INV004041,C00488,B99,1402-04-20,App,Card,0.0,4873623.0,Completed,1402,4,1402-04,6,19
INV004042,C01641,B99,1402-07-02,Store,OnlinePay,0.0,2254004.0,Completed,1402,7,1402-07,4,15
INV004043,C01964,B07,1405-01-05,Store,OnlinePay,0.0,3627897.0,Completed,1405,1,1405-01,5,19
INV004044,C00032,B05,1402-10-02,Store,Card,16174.0,454128.0,Completed,1402,10,1402-10,1,2
INV004045,C00420,B06,1403-09-14,Store,OnlinePay,0.0,1969194.0,Completed,1403,9,1403-09,3,8
INV004046,C01654,B08,1404-12-24,Store,Card,31703.0,1195566.0,Completed,1404,12,1404-12,2,7
INV004047,C01989,B99,1402-10-24,App,Cash,0.0,1013094.0,Completed,1402,10,1402-10,2,6
INV004048,C01878,B07,1405-01-06,App,OnlinePay,41257.0,1139565.0,Completed,1405,1,1405-01,4,4
INV004049,C01932,B02,1401-01-10,Store,OnlinePay,42384.0,1418181.0,Completed,1401,1,1401-01,3,6
INV004050,C02175,B99,1402-06-17,Store,Card,35757.0,854829.0,Completed,1402,6,1402-06,1,3
INV004051,C00372,B99,1400-09-23,App,Card,199973.0,2611399.0,Completed,1400,9,1400-09,6,17
INV004052,C00168,B99,1403-07-04,Online,OnlinePay,192556.0,2145363.0,Completed,1403,7,1403-07,4,9
INV004053,C01966,B01,1405-04-23,Store,Wallet,0.0,2913735.0,Completed,1405,4,1405-04,6,21
INV004054,C01297,B99,1403-12-28,Online,OnlinePay,0.0,1215545.0,Completed,1403,12,1403-12,1,5
INV004055,C02120,B03,1403-11-05,Store,Card,56607.0,2106494.0,Completed,1403,11,1403-11,4,11
INV004056,C00593,B02,1401-12-18,Store,Wallet,116841.0,3725170.0,Completed,1401,12,1401-12,6,15
INV004057,C01140,B99,1405-03-12,Online,OnlinePay,0.0,2790505.0,Completed,1405,3,1405-03,5,17
INV004058,C00823,B05,1403-01-15,Store,Cash,0.0,4292178.0,Completed,1403,1,1403-01,3,11
INV004059,C01334,B99,1401-11-24,Store,OnlinePay,0.0,2943094.0,Completed,1401,11,1401-11,6,17
INV004060,C01357,B99,1405-06-12,Store,Card,0.0,1939690.0,Completed,1405,6,1405-06,1,5
INV004061,C01762,B01,1402-10-18,Store,Cash,0.0,1321677.0,Completed,1402,10,1402-10,3,9
INV004062,C00316,B02,1402-06-31,Store,Wallet,0.0,1681322.0,Completed,1402,6,1402-06,2,7
INV004063,C00929,B99,1400-03-31,Online,Card,0.0,3734680.0,Completed,1400,3,1400-03,5,16
INV004064,C01242,B99,1401-04-18,Store,Card,105766.0,3760829.0,Completed,1401,4,1401-04,6,15
INV004065,C01344,B05,1404-09-08,Store,Cash,61626.0,2344282.0,Completed,1404,9,1404-09,2,7
INV004066,C01231,B99,1403-02-05,Store,Card,30309.0,138549.0,Completed,1403,2,1403-02,1,3
INV004067,C00750,B08,1405-04-19,Store,Card,0.0,2147396.0,Completed,1405,4,1405-04,4,12
INV004068,C01360,B01,1400-08-21,Store,Card,187862.0,1529919.0,Completed,1400,8,1400-08,5,10
INV004069,C02156,B01,1403-10-17,Store,Card,0.0,2895209.0,Completed,1403,10,1403-10,5,16
INV004070,C01592,B03,1404-04-05,Store,Wallet,143305.0,3988385.0,Completed,1404,4,1404-04,6,23
INV004071,C00227,B99,1403-10-27,Store,Card,0.0,2655079.0,Completed,1403,10,1403-10,4,11
INV004072,C01412,B03,1403-05-05,App,Card,0.0,1523082.0,Completed,1403,5,1403-05,3,6
INV004073,C00826,B06,1403-08-06,Store,Card,0.0,1566221.0,Completed,1403,8,1403-08,4,11
INV004074,C00386,B99,1404-02-15,App,OnlinePay,0.0,1841468.0,Completed,1404,2,1404-02,4,12
INV004075,C00967,B08,1404-12-08,Store,Wallet,141963.0,2184161.0,Cancelled,1404,12,1404-12,3,14
INV004076,C01071,B04,1402-04-13,Store,Card,0.0,4876180.0,Completed,1402,4,1402-04,6,22
INV004077,C02002,B01,1403-01-01,App,Cash,258928.0,3255881.0,Completed,1403,1,1403-01,2,9
INV004078,C01135,B99,1403-11-24,Online,Card,12613.0,156320.0,Completed,1403,11,1403-11,1,3
INV004079,C00589,B99,1402-02-26,Online,Cash,0.0,3457581.0,Completed,1402,2,1402-02,6,19
INV004080,C00325,B99,1401-04-19,Online,Card,30318.0,991295.0,Completed,1401,4,1401-04,3,9
INV004081,C00657,B99,1405-05-08,Online,Card,0.0,1540291.0,Completed,1405,5,1405-05,3,7
INV004082,C00317,B02,1401-06-01,Store,OnlinePay,261568.0,2530846.0,Completed,1401,6,1401-06,4,10
INV004083,C01777,B04,1401-08-30,App,OnlinePay,6532.0,351475.0,Completed,1401,8,1401-08,1,1
INV004084,C00479,B99,1403-10-22,Online,Cash,0.0,556648.0,Completed,1403,10,1403-10,1,4
INV004085,C00689,B99,1400-08-03,App,OnlinePay,0.0,941973.0,Completed,1400,8,1400-08,1,3
INV004086,C01131,B02,1400-03-28,Store,Card,0.0,2583509.0,Completed,1400,3,1400-03,4,16
INV004087,C00934,B99,1400-06-28,Store,OnlinePay,0.0,837652.0,Completed,1400,6,1400-06,1,2
INV004088,C00114,B06,1400-12-11,App,Card,99233.0,2577633.0,Completed,1400,12,1400-12,4,11
INV004089,C01164,B06,1402-10-30,App,OnlinePay,0.0,2712795.0,Completed,1402,10,1402-10,3,12
INV004090,C00811,B07,1404-10-12,Store,Card,0.0,2001948.0,Completed,1404,10,1404-10,2,5
INV004091,C00009,B04,1402-04-26,App,Card,0.0,2170111.0,Completed,1402,4,1402-04,2,7
INV004092,C01502,B04,1402-10-28,Store,Card,36316.0,693011.0,Cancelled,1402,10,1402-10,1,3
INV004093,C01898,B04,1403-09-17,Store,Card,0.0,4821785.0,Completed,1403,9,1403-09,5,19
INV004094,C01504,B03,1402-01-31,App,Wallet,0.0,1545125.0,Completed,1402,1,1402-01,5,9
INV004095,C00234,B08,1402-11-07,Store,Card,0.0,2121654.0,Completed,1402,11,1402-11,6,14
INV004096,C01037,B99,1402-07-29,Store,OnlinePay,236660.0,1955405.0,Completed,1402,7,1402-07,4,14
INV004097,C01098,B99,1402-04-26,Store,Card,0.0,1165778.0,Completed,1402,4,1402-04,2,4
INV004098,C00136,B08,1402-08-04,Store,Wallet,0.0,1295976.0,Completed,1402,8,1402-08,3,8
INV004099,C01543,B07,1400-01-24,Store,Card,0.0,4191667.0,Completed,1400,1,1400-01,5,16
INV004100,C01562,B03,1405-01-08,Store,Card,91150.0,2584464.0,Completed,1405,1,1405-01,6,16
INV004101,C00419,B04,1405-05-27,Store,Card,63552.0,2018199.0,Completed,1405,5,1405-05,5,13
INV004102,C00695,B08,1404-12-06,App,Wallet,0.0,2028994.0,Completed,1404,12,1404-12,2,6
INV004103,C00678,B99,1400-01-11,Online,Card,25908.0,362030.0,Completed,1400,1,1400-01,1,1
INV004104,C00891,B01,1404-06-02,Store,OnlinePay,153934.0,4521185.0,Completed,1404,6,1404-06,6,20
INV004105,C01467,B03,1403-07-26,Store,OnlinePay,65342.0,2446266.0,Completed,1403,7,1403-07,4,11
INV004106,C00202,B08,1400-09-21,Store,Cash,0.0,2997562.0,Completed,1400,9,1400-09,5,13
INV004107,C01267,B04,1405-03-14,App,OnlinePay,0.0,2081402.0,Completed,1405,3,1405-03,5,9
INV004108,C01666,B05,1404-07-11,Store,Card,3296.0,63550.0,Completed,1404,7,1404-07,1,3
INV004109,C01056,B99,1401-01-28,Store,OnlinePay,0.0,3502362.0,Completed,1401,1,1401-01,5,14
INV004110,C01655,B99,1405-05-04,Store,Card,0.0,5352711.0,Completed,1405,5,1405-05,6,23
INV004111,C00523,B99,1400-12-19,Online,OnlinePay,0.0,142323.0,Completed,1400,12,1400-12,1,3
INV004112,C01824,B01,1402-12-21,Store,Cash,288139.0,4257063.0,Completed,1402,12,1402-12,5,17
INV004113,C01003,B99,1401-02-31,Store,Card,0.0,2816228.0,Completed,1401,2,1401-02,5,15
INV004114,C00960,B03,1401-02-09,Store,Cash,0.0,3983874.0,Cancelled,1401,2,1401-02,5,18
INV004115,C02158,B05,1405-05-11,Store,Card,2267.0,136347.0,Completed,1405,5,1405-05,1,1
INV004116,C01059,B03,1403-07-24,Store,Cash,0.0,233508.0,Completed,1403,7,1403-07,1,4
INV004117,C01279,B99,1401-11-04,Online,Card,0.0,4711893.0,Completed,1401,11,1401-11,6,14
INV004118,C01424,B99,1404-07-12,Online,Cash,0.0,3666830.0,Completed,1404,7,1404-07,5,19
INV004119,C01372,B03,1404-12-25,Store,Card,16899.0,401167.0,Completed,1404,12,1404-12,1,2
INV004120,C01799,B06,1405-02-22,Store,Card,0.0,4025438.0,Completed,1405,2,1405-02,5,15
INV004121,C01063,B07,1405-03-14,Store,OnlinePay,0.0,1.0,Completed,1405,3,1405-03,1,1
INV004122,C00938,B06,1405-02-03,Store,OnlinePay,233783.0,2383861.0,Completed,1405,2,1405-02,5,20
INV004123,C00033,B99,1403-11-30,Online,Cash,0.0,1218370.0,Completed,1403,11,1403-11,2,8
INV004124,C00096,B99,1402-04-27,Online,OnlinePay,0.0,4732902.0,Completed,1402,4,1402-04,6,19
INV004125,C01531,B02,1405-03-03,Store,Cash,0.0,1037266.0,Completed,1405,3,1405-03,2,6
INV004126,C02008,B07,1400-12-10,Store,OnlinePay,0.0,485830.0,Completed,1400,12,1400-12,1,5
INV004127,C01515,B01,1401-03-24,Store,Cash,8963.0,440192.0,Completed,1401,3,1401-03,2,5
INV004128,C00375,B03,1402-11-10,Store,Wallet,0.0,2029335.0,Completed,1402,11,1402-11,4,7
INV004129,C02150,B05,1401-12-29,Store,OnlinePay,0.0,1276451.0,Completed,1401,12,1401-12,2,7
INV004130,C00392,B99,1403-10-17,Online,Card,310607.0,3288419.0,Completed,1403,10,1403-10,6,15
INV004131,C01034,B08,1405-02-03,Store,Card,4939.0,163994.0,Completed,1405,2,1405-02,1,3
INV004133,C01055,B06,1403-06-23,Store,Card,0.0,3919635.0,Completed,1403,6,1403-06,3,11
INV004134,C00674,B99,1402-10-18,Online,Card,0.0,1918922.0,Completed,1402,10,1402-10,4,7
INV004135,C00810,B99,1404-03-15,Online,Cash,78255.0,2552582.0,Completed,1404,3,1404-03,5,17
INV004136,C00132,B05,1400-10-10,Store,Card,0.0,4068410.0,Completed,1400,10,1400-10,5,12
INV004137,C00863,B03,1400-05-12,Store,Wallet,0.0,997028.0,Completed,1400,5,1400-05,1,4
INV004138,C01386,B08,1403-12-04,Store,Card,0.0,4940463.0,Completed,1403,12,1403-12,3,12
INV004139,C00375,B99,1403-05-16,Online,Wallet,0.0,2644583.0,Completed,1403,5,1403-05,5,17
INV004140,C01019,B01,1402-09-14,Store,OnlinePay,487251.0,6727624.0,Completed,1402,9,1402-09,5,19
INV004141,C00012,B99,1402-04-07,Online,OnlinePay,0.0,1945985.0,Completed,1402,4,1402-04,1,5
INV004142,C00925,B03,1400-05-23,Store,Card,0.0,3714363.0,Completed,1400,5,1400-05,6,15
INV004143,C01600,B03,1404-01-30,Store,Wallet,154411.0,1682080.0,Completed,1404,1,1404-01,3,10
INV004144,C01162,B99,1402-10-15,App,Card,0.0,2533684.0,Completed,1402,10,1402-10,4,11
INV004145,C00967,B01,1402-12-04,Store,Cash,0.0,2225670.0,Completed,1402,12,1402-12,4,12
INV004146,C00457,B05,1405-01-15,Store,Wallet,0.0,904458.0,Completed,1405,1,1405-01,3,4
INV004147,C01548,B02,1404-05-07,App,Card,0.0,3552275.0,Completed,1404,5,1404-05,4,14
INV004148,C01492,B01,1401-07-28,Store,Card,0.0,1052440.0,Completed,1401,7,1401-07,1,4
INV004149,C01958,B99,1403-12-29,Online,Card,0.0,2385808.0,Completed,1403,12,1403-12,3,6
INV004150,C01303,B99,1401-01-03,Online,Card,0.0,328600.0,Completed,1401,1,1401-01,1,2
INV004151,C01167,B01,1401-05-30,Store,Card,0.0,2429079.0,Completed,1401,5,1401-05,4,10
INV004152,C00713,B06,1404-03-26,Store,Cash,72450.0,1099458.0,Completed,1404,3,1404-03,1,4
INV004153,C01279,B02,1400-12-18,Store,OnlinePay,0.0,4481762.0,Completed,1400,12,1400-12,5,13
INV004155,C02182,B99,1405-01-22,Store,Card,0.0,1062748.0,Completed,1405,1,1405-01,3,7
INV004156,C01016,B99,1404-05-09,Online,OnlinePay,127524.0,2011427.0,Completed,1404,5,1404-05,6,15
INV004157,C00206,B99,1405-03-09,Online,OnlinePay,0.0,2055410.0,Completed,1405,3,1405-03,5,9
INV004158,C00121,B07,1405-01-04,App,OnlinePay,372885.0,1898051.0,Completed,1405,1,1405-01,2,8
INV004159,C01652,B01,1402-02-23,Store,Card,0.0,327313.0,Completed,1402,2,1402-02,2,2
INV004160,C01476,B08,1403-11-17,Store,Cash,154048.0,4517603.0,Completed,1403,11,1403-11,4,13
INV004161,C01033,B99,1402-07-13,Online,Card,0.0,4199123.0,Completed,1402,7,1402-07,6,22
INV004162,C00728,B03,1404-02-28,Store,Wallet,0.0,160614.0,Completed,1404,2,1404-02,1,2
INV004163,C01392,B07,1402-05-11,Store,OnlinePay,0.0,2574830.0,Completed,1402,5,1402-05,3,10
INV004164,C01745,B07,1400-01-03,Store,Card,95362.0,1286139.0,Completed,1400,1,1400-01,2,7
INV004165,C00904,B06,1400-09-20,Store,OnlinePay,0.0,3485325.0,Completed,1400,9,1400-09,6,17
INV004166,C00877,B07,1404-07-04,Store,Cash,0.0,2163383.0,Completed,1404,7,1404-07,2,7
INV004167,C00939,B07,1400-08-22,Store,Card,19635.0,536254.0,Completed,1400,8,1400-08,2,2
INV004168,C01299,B99,1403-09-16,Store,Card,0.0,2987019.0,Completed,1403,9,1403-09,2,9
INV004169,C01554,B99,1404-11-30,Online,OnlinePay,100530.0,2796861.0,Completed,1404,11,1404-11,3,12
INV004170,C01252,B01,1404-05-14,Store,OnlinePay,74040.0,693621.0,Completed,1404,5,1404-05,2,5
INV004171,C01660,B08,1402-09-27,Store,Card,133927.0,2366221.0,Completed,1402,9,1402-09,6,18
INV004172,C01579,B99,1401-07-03,Online,Card,0.0,2133363.0,Completed,1401,7,1401-07,2,7
INV004173,C01021,B99,1405-02-29,Store,Wallet,0.0,3845630.0,Completed,1405,2,1405-02,3,12
INV004174,C00769,B99,1403-07-13,Online,Card,0.0,797751.0,Cancelled,1403,7,1403-07,4,6
INV004175,C00733,B08,1402-09-10,App,Cash,0.0,3766836.0,Completed,1402,9,1402-09,4,16
INV004176,C01420,B06,1405-03-28,Store,Card,0.0,810998.0,Completed,1405,3,1405-03,3,8
INV004177,C00528,B01,1401-07-17,Store,Card,0.0,1436563.0,Completed,1401,7,1401-07,2,5
INV004178,C01255,B99,1402-11-28,Online,OnlinePay,0.0,1444788.0,Completed,1402,11,1402-11,1,4
INV004179,C01406,B04,1400-11-02,Store,Card,0.0,673579.0,Completed,1400,11,1400-11,2,2
INV004180,C01686,B03,1400-12-15,Store,Cash,0.0,423694.0,Completed,1400,12,1400-12,1,2
INV004181,C00494,B99,1402-08-26,Online,Card,160563.0,1022749.0,Completed,1402,8,1402-08,4,11
INV004182,C00564,B01,1404-03-01,Store,Card,0.0,6277555.0,Completed,1404,3,1404-03,6,20
INV004183,C00673,B99,1402-04-19,Online,Cash,13497.0,435654.0,Completed,1402,4,1402-04,1,1
INV004184,C01718,B03,1404-02-15,Store,Card,0.0,5618489.0,Completed,1404,2,1404-02,6,18
INV004185,C01263,B99,1404-09-01,Online,Card,0.0,1220858.0,Completed,1404,9,1404-09,2,5
INV004186,C00233,B99,1404-12-28,Online,Cash,0.0,150703.0,Completed,1404,12,1404-12,2,6
INV004187,C00506,B99,1400-04-31,App,OnlinePay,0.0,3852945.0,Completed,1400,4,1400-04,2,10
INV004188,C01221,B06,1404-07-08,Store,Card,69295.0,2230265.0,Completed,1404,7,1404-07,5,13
INV004189,C01511,B99,1401-02-01,Store,OnlinePay,0.0,1991247.0,Completed,1401,2,1401-02,2,9
INV004190,C02154,B99,1404-02-30,App,Wallet,0.0,2209768.0,Completed,1404,2,1404-02,3,7
INV004191,C01184,B05,1402-06-31,App,Card,160362.0,2316621.0,Completed,1402,6,1402-06,3,7
INV004192,C01449,B07,1404-03-15,App,Cash,47989.0,481526.0,Completed,1404,3,1404-03,1,5
INV004193,C00097,B03,1401-07-14,Store,OnlinePay,55630.0,1163815.0,Completed,1401,7,1401-07,1,5
INV004194,C02181,B02,1403-12-10,Store,Cash,0.0,5212658.0,Completed,1403,12,1403-12,6,19
INV004195,C00577,B06,1400-12-17,Store,Wallet,0.0,38835.0,Completed,1400,12,1400-12,1,1
INV004196,C01022,B04,1401-03-26,Store,Wallet,0.0,2060659.0,Completed,1401,3,1401-03,6,13
INV004197,C00338,B06,1403-10-14,App,Card,0.0,3166181.0,Completed,1403,10,1403-10,3,11
INV004198,C00492,B05,1402-04-14,Store,Card,0.0,4692438.0,Completed,1402,4,1402-04,5,22
INV004199,C00509,B06,1404-03-08,Store,Cash,0.0,1383948.0,Completed,1404,3,1404-03,2,8
INV004200,C00155,B05,1404-02-07,Store,Card,21342.0,213976.0,Completed,1404,2,1404-02,1,1
INV004201,C00404,B99,1403-10-28,Online,OnlinePay,0.0,3163640.0,Completed,1403,10,1403-10,2,8
INV004202,C00967,B99,1404-04-25,Online,Card,0.0,1991908.0,Completed,1404,4,1404-04,6,8
INV004203,C00705,B99,1404-08-12,Online,Card,0.0,1219201.0,Completed,1404,8,1404-08,2,5
INV004204,C01212,B04,1405-02-12,Store,Card,0.0,802679.0,Completed,1405,2,1405-02,5,14
INV004205,C01470,B99,1400-08-12,Online,Cash,0.0,1980396.0,Completed,1400,8,1400-08,3,9
INV004206,C01201,B01,1403-07-23,Store,Card,20985.0,695029.0,Completed,1403,7,1403-07,1,2
INV004207,C00617,B05,1404-05-29,App,Card,0.0,2328506.0,Completed,1404,5,1404-05,4,12
INV004208,C01720,B02,1401-07-22,Store,OnlinePay,0.0,2164346.0,Completed,1401,7,1401-07,5,10
INV004209,C01565,B01,1401-11-15,Store,Card,190723.0,2649485.0,Cancelled,1401,11,1401-11,2,8
INV004210,C01868,B05,1401-11-24,Store,Card,0.0,4610910.0,Completed,1401,11,1401-11,6,19
INV004211,C01806,B05,1403-07-24,App,Cash,0.0,1072318.0,Completed,1403,7,1403-07,4,12
INV004212,C00335,B99,1402-06-20,Store,Card,0.0,1736113.0,Completed,1402,6,1402-06,3,6
INV004213,C00284,B99,1404-01-09,Online,Card,236286.0,2382115.0,Completed,1404,1,1404-01,4,14
INV004214,C01706,B04,1403-10-06,Store,OnlinePay,0.0,240921.0,Completed,1403,10,1403-10,1,3
INV004215,C00024,B04,1403-12-29,Store,Card,49032.0,939075.0,Completed,1403,12,1403-12,1,3
INV004216,C01535,B03,1401-10-19,App,Card,0.0,3413543.0,Completed,1401,10,1401-10,5,18
INV004217,C00114,B05,1404-06-30,Store,OnlinePay,0.0,2459358.0,Completed,1404,6,1404-06,6,21
INV004218,C00332,B99,1404-01-07,Online,Card,104928.0,2324618.0,Completed,1404,1,1404-01,6,17
