InvoiceID,CustomerID,BranchID,InvoiceDate,Channel,PaymentMethod,DiscountAmount,TotalAmount,Status
INV001035,C01741,B99,1403-03-10,Online,Card,0.0,1390345.0,Returned
INV001036,C00054,B02,1400-08-02,Store,OnlinePay,0.0,2570226.0,Returned
INV001037,C01160,B04,1404-12-07,Store,Card,456246.0,2869230.0,Completed
INV001038,C01817,B06,1402-01-02,Store,OnlinePay,0.0,798580.0,Completed
INV001039,C00015,B99,1405-04-30,Online,OnlinePay,390685.0,4990183.0,Completed
INV001040,C01513,B99,1405-03-12,Online,Card,0.0,1157563.0,Completed
INV001041,C01462,B02,1402-11-11,Store,OnlinePay,0.0,4206774.0,Completed
INV001042,C00033,B99,1401-08-20,Online,OnlinePay,0.0,2187139.0,Completed
INV001043,C01720,B99,1404-10-22,Online,Card,0.0,1404947.0,Completed
INV001044,C00198,B99,1402-06-09,Online,OnlinePay,0.0,1918130.0,Completed
INV001045,C00418,B05,1401-03-11,Store,Card,0.0,5460822.0,Completed
INV001046,C01657,B99,1403-06-18,Online,Wallet,0.0,5121057.0,Completed
INV001047,C00643,B99,1403-02-18,Store,OnlinePay,151272.0,1548645.0,Cancelled
INV001048,C01647,B04,1404-11-16,Store,OnlinePay,694513.0,3989797.0,Completed
INV001049,C00635,B04,1404-04-23,Store,OnlinePay,0.0,7463311.0,Cancelled
INV001050,C01392,B99,1404-12-26,Online,OnlinePay,47029.0,1127189.0,Completed
INV001051,C00821,B99,1404-05-02,Store,OnlinePay,0.0,2181018.0,Completed
INV001052,C00249,B03,1403-12-05,App,Card,434631.0,5102412.0,Completed
INV001053,C01289,B99,1403-03-07,Online,OnlinePay,0.0,1141563.0,Completed
INV001054,C02166,B08,1405-06-12,Store,Card,0.0,1929669.0,Completed
INV001055,C01375,B02,1405-04-27,Store,OnlinePay,108417.0,2941936.0,Completed
INV001056,C01478,B08,1404-11-14,App,OnlinePay,0.0,3131183.0,Completed
INV001057,C00360,B08,1404-07-10,Store,Cash,0.0,821500.0,Completed
INV001058,C00861,B99,1403-08-04,Online,Wallet,52696.0,426181.0,Completed
INV001059,C00181,B06,1401-11-06,Store,Card,46036.0,703571.0,Completed
INV001060,C00849,B03,1404-12-25,Store,Card,242247.0,2312316.0,Completed
INV001061,C02085,B99,1400-01-23,Store,Card,19924.0,226679.0,Completed
INV001062,C01156,B99,1401-08-17,Online,OnlinePay,0.0,655821.0,Completed
INV001063,C02002,B02,1402-09-07,App,Card,318303.0,3635825.0,Completed
INV001064,C01917,B02,1403-08-21,Store,Cash,0.0,3237070.0,Completed
INV001065,C00244,B99,1403-07-04,Online,Wallet,285060.0,2643842.0,Completed
INV001066,C00821,B99,1401-04-11,Store,Cash,0.0,278326.0,Completed
INV001067,C00326,B08,1400-10-22,Store,Card,0.0,2357451.0,Completed
INV001068,C01998,B01,1401-08-05,Store,Card,0.0,6899379.0,Completed
INV001069,C01514,B99,1402-05-11,Store,OnlinePay,0.0,815226.0,Completed
INV001070,C01574,B99,1400-02-02,Online,Card,206716.0,3401441.0,Completed
INV001071,C00374,B04,1404-02-20,Store,OnlinePay,76958.0,821009.0,Completed
INV001072,C01602,B08,1401-10-07,Store,Card,0.0,655821.0,Completed
INV001073,C00226,B99,1402-05-18,Online,Wallet,0.0,4791048.0,Completed
INV001074,C00989,B99,1402-04-09,Online,Card,0.0,2719126.0,Completed
INV001075,C00540,B05,1403-03-30,App,OnlinePay,212415.0,2814625.0,Completed
INV001076,C01072,B99,1404-12-03,Online,OnlinePay,0.0,1611460.0,Completed
INV001077,C00444,B04,1401-02-07,Store,Card,0.0,3691122.0,Completed
INV001078,C01442,B03,1402-04-23,Store,Card,25363.0,256192.0,Completed
INV001079,C00286,B06,1404-02-19,Store,Cash,0.0,1005309.0,Completed
INV001080,C00176,B05,1400-04-29,Store,Card,0.0,3178272.0,Completed
INV001081,C02072,B05,1404-10-13,Store,Cash,299423.0,4139090.0,Completed
INV001082,C00936,B06,1405-04-31,App,Cash,133377.0,3640839.0,Completed
INV001083,C01031,B99,1403-10-01,Online,Card,0.0,1018274.0,Completed
INV001084,C01127,B02,1405-04-22,Store,Cash,0.0,56286.0,Completed
INV001085,C00244,B02,1402-09-27,App,Cash,189373.0,2476713.0,Completed
INV001086,C00105,B99,1402-10-01,Store,Card,0.0,734532.0,Completed
INV001087,C01646,B99,1400-10-26,Store,Card,0.0,1040268.0,Completed
INV001088,C01102,B99,1400-04-01,Online,OnlinePay,0.0,1523120.0,Completed
INV001089,C01865,B03,1401-09-29,Store,Card,69120.0,1911185.0,Completed
INV001090,C01836,B01,1403-01-28,Store,Card,0.0,1.0,Completed
INV001091,C00717,B06,1403-03-22,Store,Card,0.0,2173292.0,Completed
INV001092,C01573,B99,1401-07-23,Online,Card,0.0,4430730.0,Completed
INV001093,C02124,B05,1403-10-11,Store,Card,0.0,5352752.0,Completed
INV001094,C01962,B07,1401-04-26,Store,Cash,0.0,1302724.0,Completed
INV001095,C00398,B99,1402-03-21,Online,Card,83937.0,2641622.0,Completed
INV001096,C00883,B06,1401-06-03,Store,Wallet,112175.0,1960230.0,Completed
INV001097,C02041,B99,1404-02-27,Online,Cash,146083.0,3742684.0,Completed
INV001098,C01820,B08,1403-04-08,Store,OnlinePay,96778.0,1884476.0,Completed
INV001099,C00659,B08,1404-05-05,Store,OnlinePay,10063.0,120005.0,Completed
INV001100,C01724,B99,1400-06-08,Online,OnlinePay,210793.0,3015250.0,Completed
INV001101,C01378,B99,1402-10-23,App,Card,0.0,352766.0,Completed
INV001102,C01657,B99,1405-05-09,Online,Card,0.0,5444121.0,Completed
INV001103,C00228,B99,1400-05-28,Online,OnlinePay,244675.0,3180020.0,Completed
INV001104,C00250,B99,1402-10-08,Online,Cash,0.0,2041566.0,Completed
INV001105,C00977,B99,1400-04-17,Online,OnlinePay,114173.0,-283804.0,Completed
INV001106,C02105,B99,1401-01-31,Online,OnlinePay,0.0,2589781.0,Cancelled
INV001107,C01342,B99,1403-01-04,Online,Wallet,0.0,6141353.0,Completed
INV001108,C00561,B01,1401-02-27,Store,Card,0.0,5170535.0,Completed
INV001109,C00030,B02,1403-04-13,App,OnlinePay,0.0,789153.0,Completed
INV001110,C01503,B02,1405-02-30,Store,OnlinePay,0.0,1535446.0,Completed
INV001111,C01988,B03,1401-06-15,Store,Cash,76641.0,2855454.0,Completed
INV001112,C01002,B99,1400-10-28,Online,Card,0.0,2866862.0,Completed
INV001113,C00995,B01,1404-10-05,Store,Wallet,0.0,438442.0,Completed
INV001114,C01893,B08,1403-01-01,Store,Card,0.0,2264208.0,Completed
INV001115,C00629,B07,1405-01-04,Store,Cash,0.0,1585687.0,Completed
INV001116,C01078,B99,1402-02-09,Online,OnlinePay,0.0,548255.0,Completed
INV001117,C01251,B07,1403-11-08,Store,Cash,0.0,2621472.0,Completed
INV001118,C01439,B08,1405-02-30,Store,Card,0.0,1008622.0,Completed
INV001119,C01740,B99,1401-03-31,Online,OnlinePay,0.0,1190262.0,Completed
INV001120,C01859,B99,1404-08-23,Online,Card,326194.0,1962735.0,Completed
INV001121,C00170,B99,1403-11-16,Online,OnlinePay,0.0,2348988.0,Completed
INV001122,C01128,B99,1404-09-14,Online,OnlinePay,0.0,2276831.0,Completed
INV001123,C01793,B01,1401-03-28,Store,Card,0.0,313995.0,Completed
INV001124,C02103,B99,1402-11-11,App,Card,0.0,3191384.0,Completed
INV001125,C01367,B99,1400-12-25,Online,Cash,0.0,1747737.0,Cancelled
INV001126,C01308,B99,1405-04-28,Online,Card,0.0,985540.0,Completed
INV001127,C00154,B08,1400-06-24,Store,Cash,193038.0,2212800.0,Completed
INV001128,C01800,B05,1400-07-01,Store,Card,0.0,303551.0,Completed
INV001129,C00536,B04,1405-01-22,Store,Wallet,32281.0,237575.0,Completed
INV001130,C01091,B99,1402-01-28,Online,Card,0.0,2396566.0,Completed
INV001131,C00229,B04,1403-09-11,Store,Card,0.0,5.0,Cancelled
INV001132,C01121,B99,1402-01-05,Online,Cash,0.0,1497014.0,Completed
INV001133,C00648,B99,1403-12-16,Online,Card,375734.0,4557655.0,Completed
INV001134,C00694,B03,1401-05-25,App,Card,0.0,742312.0,Returned
INV001135,C01216,B08,1402-12-28,Store,Card,0.0,1017410.0,Completed
INV001136,C01841,B01,1403-05-13,Store,Card,90859.0,688249.0,Completed
INV001137,C01848,B04,1402-04-06,Store,Card,0.0,2.0,Completed
INV001138,C01075,B99,1401-10-17,Online,OnlinePay,0.0,4516855.0,Completed
INV001139,C01827,B99,1401-01-15,Online,Cash,0.0,1581476.0,Completed
INV001140,C01315,B06,1404-03-12,Store,OnlinePay,13697.0,155236.0,Completed
INV001141,C01139,B04,1401-03-22,Store,OnlinePay,0.0,1740575.0,Completed
INV001142,C01325,B02,1402-01-12,App,Card,0.0,418066.0,Completed
INV001143,C00685,B99,1402-04-14,Store,Wallet,0.0,6291846.0,Completed
INV001144,C01144,B03,1402-12-20,App,Cash,0.0,3880294.0,Completed
INV001145,C01787,B06,1404-03-06,Store,Card,0.0,678866.0,Completed
INV001146,C01198,B01,1402-10-28,Store,OnlinePay,55791.0,1326853.0,Completed
INV001147,C00027,B99,1404-12-19,Store,OnlinePay,196953.0,-283804.0,Completed
INV001148,C01230,B08,1404-01-29,App,Wallet,0.0,4268655.0,Completed
INV001149,C01928,B99,1404-10-28,Store,Card,149265.0,3356788.0,Completed
INV001150,C01181,B99,1404-03-30,Online,Card,26770.0,1707010.0,Completed
INV001151,C00782,B99,1401-02-05,Online,Cash,0.0,1818011.0,Cancelled
INV001152,C00788,B01,1405-05-28,Store,Card,0.0,1189772.0,Completed
INV001153,C01943,B99,1404-07-29,App,Cash,0.0,2316177.0,Cancelled
INV001154,C00843,B05,1403-07-25,Store,Wallet,0.0,1088028.0,Completed
INV001155,C00291,B08,1401-03-15,Store,Card,62882.0,1933693.0,Cancelled
INV001156,C01502,B06,1401-04-02,Store,Card,198801.0,1214912.0,Completed
INV001157,C00809,B08,1403-10-14,Store,Card,0.0,3039916.0,Completed
INV001158,C02077,B07,1402-10-03,Store,Cash,63814.0,,Completed
INV001159,C02066,B99,1404-01-22,Online,OnlinePay,0.0,3158670.0,Completed
INV001160,C00125,B06,1402-07-02,Store,OnlinePay,0.0,1572068.0,Completed
INV001161,C01321,B08,1403-04-01,Store,OnlinePay,0.0,3076071.0,Completed
INV001162,C01217,B99,1401-05-13,Store,OnlinePay,30764.0,1078657.0,Completed
INV001163,C00775,B99,1401-02-21,Online,OnlinePay,0.0,291885.0,Completed
INV001164,C00266,B01,1400-07-28,Store,Card,0.0,6796858.0,Completed
INV001165,C02023,B06,1404-09-26,Store,Card,0.0,985549.0,Completed
INV001166,C02182,B07,1403-06-26,Store,Card,0.0,1701024.0,Completed
INV001167,C00846,B01,1405-04-06,Store,OnlinePay,0.0,1389100.0,Completed
INV001168,C01431,B03,1404-05-30,Store,OnlinePay,0.0,2080018.0,Completed
INV001169,C01000,B02,1404-07-01,Store,Card,0.0,2002148.0,Completed
INV001170,C01209,B99,1403-03-24,Store,OnlinePay,0.0,6303850.0,Completed
INV001171,C00034,B99,1404-09-18,Online,Cash,0.0,1862529.0,Completed
INV001172,C01685,B99,1405-03-29,Online,Card,0.0,877377.0,Completed
INV001173,C01768,B06,1404-04-09,Store,OnlinePay,37616.0,474735.0,Completed
INV001174,C01547,B99,1400-10-24,Online,Cash,41483.0,1500768.0,Completed
INV001175,C02057,B99,1403-12-19,Online,OnlinePay,0.0,1554033.0,Completed
INV001176,C00181,B99,1400-12-05,Online,Card,0.0,2108493.0,Completed
INV001177,C00562,B06,1400-08-02,Store,Cash,48914.0,1268562.0,Completed
INV001178,C00673,B06,1404-02-20,Store,Cash,0.0,1439905.0,Completed
INV001179,C00396,B04,1404-10-21,Store,Card,0.0,3132943.0,Completed
INV001180,C01494,B02,1401-02-30,App,Card,734341.0,4142318.0,Completed
INV001181,C01575,B07,1400-07-23,Store,Cash,0.0,2466406.0,Completed
INV001182,C01824,B08,1405-01-08,Store,OnlinePay,0.0,778394.0,Completed
INV001183,C01797,B99,1401-01-03,Store,Card,206161.0,5834106.0,Completed
INV001184,C00133,B07,1400-03-31,Store,OnlinePay,0.0,2231263.0,Completed
INV001185,C01520,B04,1404-04-07,Store,Card,137156.0,4454517.0,Completed
INV001186,C02067,B99,1404-11-12,Online,OnlinePay,0.0,2073628.0,Completed
INV001187,C01993,B99,1403-04-04,Online,OnlinePay,167177.0,3742739.0,Completed
INV001188,C00442,B05,1403-05-27,App,Card,0.0,2683155.0,Cancelled
INV001189,C00140,B99,1402-04-14,Store,Card,100980.0,1279674.0,Completed
INV001190,C00264,B05,1401-09-15,Store,Card,0.0,4053938.0,Completed
INV001191,C00030,B99,1404-06-09,Online,Card,0.0,2661523.0,Completed
INV001192,C01731,B04,1404-11-15,Store,Wallet,62307.0,890774.0,Completed
INV001193,C01394,B99,1402-03-10,Online,Card,0.0,2238836.0,Completed
INV001194,C01622,B07,1401-12-09,Store,Card,0.0,2211164.0,Returned
INV001195,C01742,B04,1401-11-26,App,OnlinePay,39769.0,819979.0,Completed
INV001196,C01666,B04,1400-05-19,Store,Cash,0.0,1652172.0,Completed
INV001197,C00494,B06,1401-12-24,Store,OnlinePay,0.0,1611366.0,Completed
INV001198,C00171,B07,1400-03-04,Store,Wallet,0.0,594960.0,Completed
INV001199,C01473,B07,1404-08-02,Store,Cash,0.0,2298248.0,Completed
INV001200,C00854,B05,1401-10-27,App,Card,0.0,2701680.0,Cancelled
INV001201,C00049,B02,1404-02-16,App,Card,64380.0,2130698.0,Completed
INV001202,C01337,B99,1403-06-02,Online,Card,265892.0,2454957.0,Completed
INV001203,C01971,B99,1404-10-26,Online,Card,103410.0,3560354.0,Completed
INV001204,C01603,B99,1405-04-29,Online,OnlinePay,0.0,2368007.0,Completed
INV001205,C00322,B99,1402-06-22,Store,Card,105063.0,4030750.0,Completed
INV001206,C01651,B03,1400-09-04,Store,Cash,0.0,1596878.0,Completed
INV001207,C00161,B01,1404-05-30,Store,Card,0.0,3328264.0,Completed
INV001208,C00585,B08,1400-02-23,Store,Card,0.0,423612.0,Completed
INV001209,C01063,B06,1401-08-06,Store,Card,0.0,1546190.0,Completed
INV001210,C01238,B99,1400-05-27,Online,Cash,0.0,4772917.0,Completed
INV001211,C00190,B08,1405-01-22,Store,Card,0.0,472881.0,Completed
INV001212,C01018,B99,1400-01-10,Online,Card,0.0,2648586.0,Completed
INV001213,C01818,B99,1403-02-24,Online,Wallet,156815.0,4759949.0,Completed
INV001214,C02185,B99,1402-10-20,Online,OnlinePay,375486.0,5509779.0,Completed
INV001215,C00096,B99,1403-12-22,Store,Card,0.0,131282.0,Completed
INV001216,C00421,B99,1402-01-08,Store,Wallet,0.0,3286031.0,Completed
INV001217,C02172,B06,1404-12-22,Store,OnlinePay,78248.0,2460429.0,Cancelled
INV001218,C00842,B01,1404-05-01,Store,Wallet,0.0,3232199.0,Completed
INV001219,C01598,B99,1402-11-07,Online,Cash,0.0,1432028.0,Completed
INV001220,C00880,B99,1402-06-02,Online,Cash,30444.0,908272.0,Completed
INV001221,C00861,B99,1404-09-19,Store,Card,0.0,2597555.0,Completed
INV001222,C01332,B06,1404-06-12,Store,Cash,140041.0,1796643.0,Completed
INV001223,C00938,B04,1402-08-27,Store,Card,0.0,3541028.0,Completed
INV001224,C00822,B99,1402-04-25,Online,OnlinePay,0.0,5410161.0,Completed
INV001225,C00081,B99,1400-04-12,Online,Card,605256.0,4461183.0,Completed
INV001226,C01536,B06,1400-08-15,Store,Card,0.0,255125.0,Completed
INV001227,C01125,B99,1400-05-29,Online,OnlinePay,0.0,4323719.0,Completed
INV001228,C01812,B99,1400-03-01,Online,Card,188573.0,2054442.0,Completed
INV001229,C00652,B99,1401-02-16,Store,Cash,0.0,6336463.0,Completed
INV001230,C02096,B02,1404-11-29,Store,Card,332280.0,2544768.0,Completed
INV001231,C01910,B99,1404-08-19,Online,Card,71624.0,1834318.0,Completed
INV001232,C00897,B99,1404-11-09,Online,Cash,0.0,2433958.0,Completed
INV001233,C00051,B01,1403-11-01,Store,Wallet,100566.0,1320722.0,Completed
INV001234,C00120,B99,1403-11-02,Online,Card,0.0,56311.0,Completed
INV001235,C00215,B99,1400-12-13,Store,Card,0.0,2040824.0,Completed
INV001236,C01984,B06,1404-02-31,App,Card,0.0,2048968.0,Completed
INV001237,C01209,B99,1401-12-21,Online,Card,0.0,1569553.0,Completed
INV001238,C00340,B99,1403-04-14,Online,OnlinePay,144949.0,1743229.0,Completed
INV001239,C01541,B03,1405-04-19,Store,Card,71288.0,1533807.0,Completed
INV001240,C01815,B04,1404-12-18,Store,Card,0.0,6569056.0,Completed
INV001241,C01523,B08,1401-09-02,App,Card,0.0,246435.0,Completed
INV001242,C01362,B99,1404-05-06,App,Card,0.0,2485724.0,Completed
INV001243,C00722,B99,1400-10-20,Online,OnlinePay,0.0,6292250.0,Completed
INV001244,C00572,B02,1400-03-07,App,Wallet,192551.0,2745195.0,Completed
INV001245,C00112,B01,1400-03-11,Store,Cash,256239.0,3166688.0,Completed
INV001246,C01765,B99,1401-03-27,Online,OnlinePay,0.0,4.0,Completed
INV001247,C01570,B99,1404-02-24,Store,OnlinePay,0.0,94939.0,Completed
INV001248,C01562,B02,1402-06-14,Store,Wallet,239393.0,3526382.0,Completed
INV001249,C00637,B99,1400-02-07,Store,Card,0.0,1449403.0,Completed
INV001250,C00516,B99,1405-06-13,Online,Card,0.0,2769095.0,Completed
INV001251,C00583,B99,1403-05-13,Online,Card,0.0,329369.0,Completed
INV001252,C00356,B99,1402-08-16,Store,Cash,0.0,2870784.0,Completed
INV001253,C01731,B99,1403-04-13,App,Wallet,176162.0,3792796.0,Completed
INV001254,C01686,B99,1403-04-16,Online,Card,0.0,227390.0,Completed
INV001255,C01619,B99,1403-01-14,Store,Card,280119.0,2290595.0,Completed
INV001256,C00397,B02,1403-10-11,Store,OnlinePay,102471.0,1250209.0,Completed
INV001257,C01754,B99,1405-01-07,Store,Cash,0.0,4526918.0,Completed
INV001258,C00206,B99,1402-01-30,Online,Cash,0.0,3680320.0,Completed
INV001259,C01239,B06,1403-02-13,Store,Cash,0.0,2698912.0,Completed
INV001260,C00909,B02,1400-01-07,Store,Wallet,0.0,2534761.0,Completed
INV001261,C01440,B99,1404-12-03,Online,Card,0.0,2241625.0,Completed
INV001262,C00744,B04,1402-02-08,Store,OnlinePay,101049.0,1871758.0,Completed
INV001263,C00104,B03,1401-12-04,Store,Wallet,0.0,4543962.0,Completed
INV001264,C00220,B08,1405-06-28,Store,Cash,0.0,896650.0,Completed
INV001265,C00485,B02,1403-08-17,Store,Card,0.0,5118713.0,Completed
INV001266,C00670,B99,1400-12-11,Store,OnlinePay,0.0,1898649.0,Completed
INV001267,C01795,B99,1401-11-20,Online,Cash,0.0,872066.0,Completed
INV001268,C00894,B05,1402-05-22,App,Card,0.0,260128.0,Completed
INV001269,C00422,B04,1405-06-10,Store,Card,61171.0,2204419.0,Completed
INV001270,C02080,B99,1402-11-03,App,OnlinePay,249183.0,3241673.0,Completed
INV001271,C00948,B07,1401-08-24,Store,Card,0.0,3791174.0,Completed
INV001272,C01122,B05,1403-07-19,Store,Cash,0.0,965048.0,Completed
INV001273,C01941,B99,1402-09-09,App,Card,0.0,1612041.0,Completed
INV001274,C00460,B99,1400-06-02,Online,Card,93682.0,913658.0,Completed
INV001275,C02148,B99,1404-12-04,Store,OnlinePay,0.0,5135681.0,Completed
INV001276,C00687,B99,1400-02-06,Online,Cash,0.0,5234293.0,Completed
INV001277,C00083,B04,1405-01-23,Store,Card,20851.0,647147.0,Completed
INV001278,C01318,B01,1404-08-08,Store,Cash,276788.0,1923292.0,Completed
INV001279,C01994,B08,1400-07-28,Store,Wallet,0.0,1212308.0,Completed
INV001280,C00538,B05,1404-04-12,App,Card,73677.0,1085437.0,Completed
INV001281,C01831,B08,1404-07-04,App,OnlinePay,0.0,4714520.0,Completed
INV001282,C01515,B99,1403-09-21,Online,Card,0.0,2438951.0,Completed
INV001283,C00999,B03,1403-08-04,Store,Card,0.0,2057284.0,Completed
INV001284,C01919,B02,1400-05-16,Store,Card,422698.0,5566197.0,Completed
INV001285,C01038,B99,1400-06-15,Store,Card,0.0,1750208.0,Completed
INV001286,C01469,B99,1404-04-19,Online,OnlinePay,0.0,934179.0,Completed
INV001287,C00374,B99,1400-10-24,App,Card,0.0,2865994.0,Completed
INV001288,C02187,B05,1401-09-23,Store,Card,0.0,3113898.0,Completed
INV001289,C02045,B02,1403-03-05,Store,Cash,0.0,870692.0,Completed
INV001290,C01726,B99,1401-03-12,Online,Card,0.0,693512.0,Completed
INV001291,C02184,B99,1404-08-05,Online,Card,0.0,5238207.0,Cancelled
INV001292,C01266,B06,1404-09-05,Store,Card,91334.0,2410754.0,Completed
INV001293,C00119,B04,1404-11-03,Store,Card,0.0,3645214.0,Completed
INV001294,C01884,B05,1400-05-16,Store,Card,0.0,3991669.0,Completed
INV001295,C01278,B99,1402-10-28,Online,OnlinePay,10770.0,363520.0,Completed
INV001296,C01992,B03,1404-11-11,App,Card,84416.0,1882948.0,Completed
INV001297,C00082,B04,1402-06-13,Store,Card,0.0,6194490.0,Completed
INV001298,C00799,B99,1404-02-25,Online,OnlinePay,0.0,2411475.0,Completed
INV001299,C01082,B03,1403-08-26,App,Card,0.0,1712138.0,Completed
INV001300,C01273,B03,1402-05-08,Store,Card,0.0,3596412.0,Completed
INV001301,C01287,B99,1401-12-14,Store,Card,0.0,1566751.0,Completed
INV001302,C00025,B99,1403-12-22,Online,Card,40868.0,2315109.0,Completed
INV001303,C00061,B99,1401-01-05,Store,Card,195838.0,5211145.0,Completed
INV001304,C00801,B99,1404-12-03,Online,OnlinePay,212488.0,2781297.0,Completed
INV001305,C02051,B07,1403-08-02,Store,Card,0.0,1284452.0,Completed
INV001306,C00389,B06,1400-11-10,Store,Card,0.0,1733780.0,Completed
INV001307,C02198,B01,1404-03-08,App,Card,0.0,1890952.0,Cancelled
INV001308,C00388,B07,1402-11-04,Store,Cash,308845.0,2946579.0,Completed
INV001309,C01714,B02,1401-06-24,Store,Card,0.0,2684975.0,Completed
INV001310,C00141,B07,1405-04-30,App,Wallet,0.0,149716.0,Completed
INV001311,C01752,B03,1404-04-05,Store,Card,137033.0,2556087.0,Completed
INV001312,C00355,B01,1403-09-04,Store,Card,125496.0,4296482.0,Completed
INV001313,C01819,B07,1404-11-14,Store,OnlinePay,0.0,1548006.0,Completed
INV001314,C02173,B01,1403-06-04,Store,OnlinePay,163041.0,2217237.0,Completed
INV001315,C01351,B01,1402-11-27,Store,Card,66857.0,984283.0,Completed
INV001316,C02166,B02,1401-05-17,Store,Cash,369866.0,3188514.0,Completed
INV001317,C01658,B99,1401-02-17,Online,Card,105579.0,3058503.0,Completed
INV001318,C01542,B06,1402-11-06,Store,Cash,0.0,2355414.0,Completed
INV001319,C00610,B07,1402-12-23,Store,OnlinePay,0.0,3503670.0,Completed
INV001320,C00498,B02,1404-04-30,Store,Card,0.0,194175.0,Completed
INV001321,C02020,B04,1402-11-28,Store,Card,0.0,2139548.0,Completed
INV001322,C00431,B99,1403-09-04,Online,Card,0.0,1375782.0,Completed
INV001323,C01588,B05,1404-10-18,Store,Card,0.0,1773743.0,Completed
INV001324,C00397,B99,1405-06-21,App,OnlinePay,108157.0,3922183.0,Completed
INV001325,C01140,B07,1402-03-13,Store,Card,0.0,3838685.0,Completed
INV001326,C01137,B04,1405-01-28,Store,Cash,0.0,299432.0,Completed
INV001327,C00158,B02,1404-09-02,Store,Card,293996.0,3631198.0,Completed
INV001328,C01631,B07,1400-07-07,Store,OnlinePay,0.0,847388.0,Completed
INV001329,C01412,B01,1402-04-08,Store,Wallet,0.0,1867005.0,Completed
INV001330,C01172,B08,1401-07-27,App,Wallet,0.0,1327480.0,Completed
INV001331,C01846,B03,1404-01-07,Store,Card,0.0,4958398.0,Completed
INV001332,C02072,B04,1403-06-25,Store,Card,0.0,2280138.0,Completed
INV001333,C01768,B99,1403-02-28,Store,Card,0.0,4503938.0,Completed
INV001334,C02010,B06,1404-06-23,Store,Cash,195520.0,5560376.0,Completed
INV001335,C00720,B99,1402-04-06,Online,Cash,0.0,3854909.0,Completed
INV001336,C01373,B06,1402-07-22,Store,Card,0.0,1026421.0,Completed
INV001337,C00379,B99,1404-12-11,Online,Card,51059.0,488653.0,Completed
INV001338,C01006,B01,1405-05-18,Store,Card,0.0,303551.0,Completed
INV001339,C00070,B99,1404-07-12,Online,Wallet,0.0,6515249.0,Completed
INV001340,C01743,B07,1401-07-22,App,Card,119789.0,3923664.0,Completed
INV001341,C00412,B04,1400-11-13,Store,Cash,446139.0,3662615.0,Completed
INV001342,C00747,B99,1401-07-04,Online,Cash,0.0,4695817.0,Completed
INV001343,C00329,B06,1402-10-17,Store,Card,0.0,795006.0,Completed
INV001344,C02120,B99,1401-09-10,Online,OnlinePay,0.0,2802040.0,Completed
INV001345,C00791,B06,1405-01-27,Store,Card,0.0,5347176.0,Completed
INV001346,C01915,B08,1404-01-14,Store,Card,0.0,1315550.0,Completed
INV001347,C00387,B05,1402-10-05,Store,Card,0.0,1910161.0,Completed
INV001348,C00323,B99,1401-12-09,Store,Wallet,0.0,2669470.0,Completed
INV001349,C00076,B99,1402-07-17,Online,Cash,0.0,3025337.0,Completed
INV001350,C00782,B08,1403-01-24,Store,Cash,0.0,4407149.0,Completed
INV001351,C02110,B05,1404-03-25,Store,Card,0.0,2123090.0,Completed
INV001352,C02172,B04,1400-09-07,Store,Cash,0.0,1524782.0,Completed
INV001353,C00182,B01,1404-11-14,Store,Card,30822.0,708849.0,Completed
INV001354,C01918,B05,1400-12-22,App,Card,0.0,5178161.0,Completed
INV001355,C01411,B99,1401-11-12,Online,Card,0.0,1821172.0,Completed
INV001356,C01359,B05,1405-06-22,App,OnlinePay,44441.0,709051.0,Completed
INV001357,C01270,B02,1401-05-19,Store,Cash,0.0,2734481.0,Completed
INV001358,C00950,B99,1400-10-11,Store,Cash,37960.0,255526.0,Completed
INV001359,C01154,B07,1403-11-29,Store,Card,78375.0,2116649.0,Completed
INV001360,C00374,B99,1402-08-14,App,OnlinePay,152992.0,957092.0,Completed
INV001361,C01885,B99,1400-09-14,Online,OnlinePay,0.0,3584851.0,Completed
INV001362,C00725,B99,1400-01-07,Online,Card,169781.0,1383389.0,Completed
INV001363,C01786,B99,1400-08-08,Online,Cash,0.0,1547852.0,Completed
INV001364,C01331,B99,1403-04-21,Online,OnlinePay,0.0,914002.0,Completed
INV001365,C00070,B07,1401-08-26,App,Card,0.0,3830814.0,Completed
INV001366,C00462,B99,1404-07-14,Store,Card,0.0,912162.0,Completed
INV001367,C02186,B08,1404-11-29,App,Cash,0.0,5329609.0,Completed
INV001368,C02161,B04,1401-01-27,App,Card,62233.0,1122425.0,Completed
INV001369,C00802,B99,1402-04-14,Store,Card,38734.0,1071350.0,Completed
INV001370,C00917,BXX,1401-01-31,Store,Card,0.0,260128.0,Completed
INV001371,C00600,B05,1402-01-04,Store,Cash,365817.0,3030563.0,Completed
INV001372,C01056,B99,1401-09-16,Store,Card,0.0,1095890.0,Completed
INV001373,C00993,B07,1404-07-30,Store,Wallet,86459.0,2135389.0,Completed
INV001374,C02139,B04,1402-05-04,Store,Card,90909.0,862542.0,Completed
INV001375,C01939,B06,1403-02-30,Store,Cash,0.0,2483337.0,Completed
INV001376,C00246,B03,1404-01-19,Store,Wallet,136375.0,4621766.0,Completed
INV001377,C00583,B99,1404-09-30,Store,Cash,0.0,5591470.0,Completed
INV001378,C00944,B02,1402-01-29,Store,Cash,0.0,2013774.0,Completed
INV001379,C01225,B99,1401-07-04,Online,Cash,0.0,4061220.0,Completed
