InvoiceItemID,InvoiceID,ProductID,Quantity,UnitPrice,LineDiscount,LineTotal
II0010990,INV003115,P0016,4.0,224553.0,0.0,898212.0
II0010991,INV003116,P0012,4.0,38835.0,7346.0,147994.0
II0010992,INV003116,P0006,5.0,296862.0,40908.0,1443402.0
II0010993,INV003116,P0011,4.0,346756.0,30849.0,1356175.0
II0010994,INV003117,P0060,5.0,243889.0,0.0,1219445.0
II0010995,INV003117,P0039,1.0,313991.0,0.0,313991.0
II0010996,INV003117,P0054,2.0,269856.0,0.0,539712.0
II0010997,INV003118,P0089,1.0,438441.0,47376.0,391065.0
II0010998,INV003118,P0028,4.0,150698.0,111087.0,491705.0
II0010999,INV003118,P0001,2.0,58377.0,11608.0,105146.0
II0011000,INV003119,P0015,1.0,362142.0,0.0,362142.0
II0011001,INV003119,P0035,5.0,65641.0,0.0,328205.0
II0011002,INV003119,P0021,5.0,378076.0,0.0,1890380.0
II0011003,INV003119,P0019,5.0,207143.0,0.0,1035715.0
II0011004,INV003120,P0070,1.0,130064.0,0.0,130064.0
II0011005,INV003120,P0033,5.0,448325.0,0.0,2241625.0
II0011006,INV003120,P0004,3.0,358007.0,0.0,1074021.0
II0011007,INV003120,P0037,1.0,423362.0,0.0,423362.0
II0011008,INV003121,P0081,3.0,449151.0,100164.0,1247289.0
II0011009,INV003121,P0075,2.0,164300.0,19623.0,308977.0
II0011010,INV003122,P0004,4.0,358007.0,0.0,1432028.0
II0011011,INV003122,P0079,1.0,341097.0,0.0,341097.0
II0011012,INV003122,P0028,2.0,150698.0,0.0,301396.0
II0011013,INV003122,P0060,5.0,243889.0,0.0,1219445.0
II0011014,INV003122,P0075,5.0,164300.0,0.0,821500.0
II0011015,INV003122,P0085,2.0,418826.0,0.0,837652.0
II0011016,INV003123,P0002,1.0,389197.0,0.0,389197.0
II0011017,INV003123,P0069,2.0,292977.0,0.0,585954.0
II0011018,INV003123,P0067,5.0,255125.0,0.0,1275625.0
II0011019,INV003123,P0085,4.0,418826.0,0.0,1675304.0
II0011020,INV003123,P0019,3.0,207143.0,0.0,621429.0
II0011021,INV003124,P0051,3.0,97166.0,0.0,291498.0
II0011022,INV003124,P0023,5.0,139162.0,0.0,695810.0
II0011023,INV003124,P0008,3.0,47441.0,0.0,142323.0
II0011024,INV003124,P0085,4.0,418826.0,0.0,1675304.0
II0011025,INV003124,P0085,3.0,418826.0,0.0,1256478.0
II0011026,INV003125,P0044,5.0,137063.0,53333.0,631982.0
II0011027,INV003125,P0012,5.0,38835.0,15892.0,178283.0
II0011028,INV003126,P0028,4.0,150698.0,0.0,602792.0
II0011029,INV003127,P0036,2.0,218607.0,10537.0,426677.0
II0011030,INV003128,P0090,2.0,305031.0,47279.0,562783.0
II0011031,INV003128,P0061,1.0,176381.0,21766.0,154615.0
II0011032,INV003128,P0066,5.0,118992.0,46650.0,548310.0
II0011033,INV003129,P0089,5.0,438441.0,146549.0,2045656.0
II0011034,INV003129,P0074,3.0,243109.0,48772.0,680555.0
II0011035,INV003129,P0041,5.0,177493.0,72680.0,814785.0
II0011036,INV003130,P0066,2.0,118992.0,0.0,237984.0
II0011037,INV003131,P0047,4.0,219178.0,0.0,876712.0
II0011038,INV003132,P0077,1.0,22282.0,0.0,22282.0
II0011039,INV003132,P0072,3.0,446721.0,0.0,1340163.0
II0011040,INV003132,P0056,3.0,227390.0,0.0,682170.0
II0011041,INV003132,P0038,2.0,211847.0,0.0,423694.0
II0011042,INV003132,P0002,5.0,389197.0,0.0,1945985.0
II0011043,INV003133,P0040,3.0,57689.0,0.0,173067.0
II0011044,INV003133,P0028,3.0,150698.0,0.0,452094.0
II0011045,INV003133,P0014,1.0,1.0,0.0,1.0
II0011046,INV003133,P0026,2.0,263051.0,0.0,526102.0
II0011047,INV003133,P0035,4.0,65641.0,0.0,262564.0
II0011048,INV003133,P0008,4.0,47441.0,0.0,189764.0
II0011049,INV003134,P0052,1.0,82145.0,0.0,82145.0
II0011050,INV003134,P0050,2.0,56311.0,0.0,112622.0
II0011051,INV003134,P0037,2.0,423362.0,0.0,846724.0
II0011052,INV003134,P0069,5.0,292977.0,0.0,1464885.0
II0011053,INV003134,P0019,3.0,207143.0,0.0,621429.0
II0011054,INV003134,P0073,4.0,383626.0,0.0,1534504.0
II0011055,INV003135,P0011,5.0,346756.0,0.0,1733780.0
II0011056,INV003135,P0028,3.0,150698.0,0.0,452094.0
II0011057,INV003135,P0032,4.0,304624.0,0.0,1218496.0
II0011058,INV003136,P0063,2.0,306375.0,0.0,612750.0
II0011059,INV003136,P0002,4.0,389197.0,0.0,1556788.0
II0011060,INV003136,P0052,3.0,82145.0,0.0,246435.0
II0011061,INV003136,P0065,4.0,1.0,0.0,4.0
II0011062,INV003137,P0018,3.0,321113.0,0.0,963339.0
II0011063,INV003137,P0089,4.0,438441.0,0.0,1753764.0
II0011064,INV003137,P0090,3.0,305031.0,0.0,915093.0
II0011065,INV003138,P0049,2.0,1.0,0.0,2.0
II0011066,INV003138,P0078,2.0,72785.0,6196.0,139374.0
II0011067,INV003138,P0001,5.0,58377.0,7248.0,284637.0
II0011068,INV003138,P0012,1.0,38835.0,838.0,37997.0
II0011069,INV003138,P0052,2.0,82145.0,4089.0,160201.0
II0011070,INV003139,P0003,4.0,246385.0,0.0,985540.0
II0011071,INV003140,P0016,2.0,224553.0,0.0,449106.0
II0011072,INV003140,P0005,4.0,235151.0,0.0,940604.0
II0011073,INV003140,P0050,5.0,56311.0,0.0,281555.0
II0011074,INV003141,P0038,4.0,211847.0,0.0,847388.0
II0011075,INV003142,P0089,4.0,438441.0,0.0,1753764.0
II0011076,INV003142,P0014,3.0,1.0,0.0,3.0
II0011077,INV003142,P0067,4.0,255125.0,0.0,1020500.0
II0011078,INV003142,P0050,2.0,56311.0,0.0,112622.0
II0011079,INV003142,P0028,4.0,150698.0,0.0,602792.0
II0011080,INV003142,P0004,4.0,358007.0,0.0,1432028.0
II0011081,INV003143,P0049,2.0,1.0,0.0,2.0
II0011082,INV003143,P0062,1.0,80307.0,5399.0,74908.0
II0011083,INV003143,P0047,5.0,219178.0,90678.0,1005212.0
II0011084,INV003143,P0064,2.0,303551.0,54519.0,552583.0
II0011085,INV003143,P0056,3.0,227390.0,59608.0,622562.0
II0011086,INV003143,P0029,1.0,442577.0,39157.0,403420.0
II0011087,INV003144,P0034,5.0,370028.0,0.0,1850140.0
II0011088,INV003144,P0068,3.0,367548.0,0.0,1102644.0
II0011089,INV003145,P0037,4.0,423362.0,0.0,1693448.0
II0011090,INV003145,P0056,5.0,227390.0,0.0,1136950.0
II0011091,INV003145,P0084,5.0,311393.0,0.0,1556965.0
II0011092,INV003145,P0063,4.0,306375.0,0.0,1225500.0
II0011093,INV003146,P0009,4.0,91048.0,33558.0,330634.0
II0011094,INV003146,P0057,4.0,138614.0,41982.0,512474.0
II0011095,INV003146,P0032,5.0,304624.0,126792.0,1396328.0
II0011096,INV003146,P0047,1.0,219178.0,20275.0,198903.0
II0011097,INV003146,P0060,2.0,243889.0,34511.0,453267.0
II0011098,INV003146,P0039,4.0,313991.0,86673.0,1169291.0
II0011099,INV003147,P0085,1.0,418826.0,0.0,418826.0
II0011100,INV003147,P0023,3.0,139162.0,0.0,417486.0
II0011101,INV003147,P0017,4.0,424331.0,0.0,1697324.0
II0011102,INV003147,P0072,2.0,446721.0,0.0,893442.0
II0011103,INV003147,P0039,3.0,313991.0,0.0,941973.0
II0011104,INV003148,P0030,4.0,386963.0,269316.0,1278536.0
II0011105,INV003148,P0030,1.0,386963.0,30258.0,356705.0
II0011106,INV003148,P0085,3.0,418826.0,174060.0,1082418.0
II0011107,INV003148,P0027,3.0,263110.0,155571.0,633759.0
II0011108,INV003149,P0066,3.0,118992.0,0.0,356976.0
II0011109,INV003149,P0016,1.0,224553.0,0.0,224553.0
II0011110,INV003149,P0054,2.0,269856.0,0.0,539712.0
II0011111,INV003149,P0071,5.0,249257.0,0.0,1246285.0
II0011112,INV003149,P0056,5.0,227390.0,0.0,1136950.0
II0011113,INV003150,P0069,5.0,292977.0,61119.0,1403766.0
II0011114,INV003151,P0084,4.0,311393.0,0.0,1245572.0
II0011115,INV003151,P0006,2.0,296862.0,0.0,593724.0
II0011116,INV003151,P0009,3.0,91048.0,0.0,273144.0
II0011117,INV003151,P0087,5.0,56286.0,0.0,281430.0
II0011118,INV003151,P0007,4.0,213697.0,0.0,854788.0
II0011119,INV003151,P0040,3.0,57689.0,0.0,173067.0
II0011120,INV003152,P0069,2.0,292977.0,0.0,585954.0
II0011121,INV003153,P0046,4.0,151561.0,0.0,606244.0
II0011122,INV003154,P0008,3.0,47441.0,0.0,142323.0
II0011123,INV003154,P0044,5.0,137063.0,0.0,685315.0
II0011124,INV003154,P0090,2.0,305031.0,0.0,610062.0
II0011125,INV003154,P0009,5.0,91048.0,0.0,455240.0
II0011126,INV003154,P0087,3.0,56286.0,0.0,168858.0
II0011127,INV003154,P0027,2.0,263110.0,0.0,526220.0
II0011128,INV003155,P0069,2.0,292977.0,0.0,585954.0
II0011129,INV003156,P0011,3.0,346756.0,0.0,1040268.0
II0011130,INV003156,P0017,3.0,424331.0,0.0,1272993.0
II0011131,INV003157,P0058,2.0,1.0,0.0,2.0
II0011132,INV003157,P0066,3.0,118992.0,0.0,356976.0
II0011133,INV003157,P0037,4.0,423362.0,0.0,1693448.0
II0011134,INV003157,P0022,5.0,358377.0,0.0,1791885.0
II0011135,INV003157,P0010,2.0,437400.0,0.0,874800.0
II0011136,INV003157,P0021,2.0,378076.0,0.0,756152.0
II0011137,INV003158,P0051,2.0,97166.0,5354.0,188978.0
II0011138,INV003159,P0040,3.0,57689.0,0.0,173067.0
II0011139,INV003159,P0083,2.0,94939.0,0.0,189878.0
II0011140,INV003159,P0017,5.0,424331.0,0.0,2121655.0
II0011141,INV003159,P0051,4.0,97166.0,0.0,388664.0
II0011142,INV003159,P0029,3.0,442577.0,0.0,1327731.0
II0011143,INV003159,P0018,4.0,321113.0,0.0,1284452.0
II0011144,INV003160,P0006,3.0,296862.0,0.0,890586.0
II0011145,INV003160,P0087,3.0,56286.0,0.0,168858.0
II0011146,INV003161,P0024,4.0,264558.0,0.0,1058232.0
II0011147,INV003161,P0002,1.0,389197.0,0.0,389197.0
II0011148,INV003161,P0041,1.0,177493.0,0.0,177493.0
II0011149,INV003161,P0002,1.0,389197.0,0.0,389197.0
II0011150,INV003162,P0036,3.0,218607.0,103005.0,552816.0
II0011151,INV003162,P0053,1.0,361197.0,69183.0,292014.0
II0011152,INV003162,P0041,5.0,177493.0,145799.0,741666.0
II0011153,INV003162,P0049,1.0,1.0,0.0,1.0
II0011154,INV003162,P0047,4.0,219178.0,153873.0,722839.0
II0011155,INV003163,P0025,4.0,209033.0,29144.0,806988.0
II0011156,INV003163,P0027,4.0,263110.0,34574.0,1017866.0
II0011157,INV003164,P0017,4.0,424331.0,0.0,1697324.0
II0011158,INV003165,P0086,5.0,105903.0,0.0,529515.0
II0011159,INV003165,P0029,2.0,442577.0,0.0,885154.0
II0011160,INV003165,P0002,1.0,389197.0,0.0,389197.0
II0011161,INV003165,P0049,1.0,1.0,0.0,1.0
II0011162,INV003166,P0086,3.0,105903.0,28251.0,289458.0
II0011163,INV003166,P0043,1.0,132290.0,8533.0,123757.0
II0011164,INV003166,P0066,4.0,118992.0,37496.0,438472.0
II0011165,INV003166,P0037,4.0,423362.0,131099.0,1562349.0
II0011166,INV003167,P0089,4.0,438441.0,303663.0,1450101.0
II0011167,INV003167,P0059,5.0,367266.0,246150.0,1590180.0
II0011168,INV003167,P0015,2.0,362142.0,60837.0,663447.0
II0011169,INV003167,P0029,2.0,442577.0,54235.0,830919.0
II0011170,INV003167,P0064,1.0,303551.0,60376.0,243175.0
II0011171,INV003168,P0073,2.0,383626.0,32700.0,734552.0
II0011172,INV003168,P0064,2.0,303551.0,9838.0,597264.0
II0011173,INV003169,P0089,4.0,438441.0,0.0,1753764.0
II0011174,INV003169,P0070,2.0,130064.0,0.0,260128.0
II0011175,INV003169,P0051,2.0,97166.0,0.0,194332.0
II0011176,INV003169,P0010,4.0,437400.0,0.0,1749600.0
II0011177,INV003169,P0033,1.0,448325.0,0.0,448325.0
II0011178,INV003170,P0055,4.0,146743.0,27313.0,559659.0
II0011179,INV003170,P0087,5.0,56286.0,11222.0,270208.0
II0011180,INV003170,P0076,3.0,60620.0,3662.0,178198.0
II0011181,INV003170,P0026,5.0,263051.0,46850.0,1268405.0
II0011182,INV003171,P0021,3.0,378076.0,44032.0,1090196.0
II0011183,INV003171,P0080,3.0,396061.0,111314.0,1076869.0
II0011184,INV003171,P0054,2.0,269856.0,35961.0,503751.0
II0011185,INV003171,P0061,1.0,176381.0,14811.0,161570.0
II0011186,INV003172,P0079,1.0,341097.0,0.0,341097.0
II0011187,INV003172,P0063,2.0,306375.0,0.0,612750.0
II0011188,INV003172,P0014,1.0,1.0,0.0,1.0
II0011189,INV003172,P0078,2.0,72785.0,0.0,145570.0
II0011190,INV003173,P0082,2.0,235318.0,0.0,470636.0
II0011191,INV003173,P0024,3.0,264558.0,0.0,793674.0
II0011192,INV003173,P0016,4.0,224553.0,0.0,898212.0
II0011193,INV003173,P0050,2.0,56311.0,0.0,112622.0
II0011194,INV003173,P0085,5.0,418826.0,0.0,2094130.0
II0011195,INV003174,P0048,1.0,329369.0,26354.0,303015.0
II0011196,INV003174,P0034,5.0,370028.0,178438.0,1671702.0
II0011197,INV003174,P0083,3.0,94939.0,9996.0,274821.0
II0011198,INV003174,P0004,3.0,358007.0,32555.0,1041466.0
II0011199,INV003174,P0064,2.0,303551.0,53157.0,553945.0
II0011200,INV003174,P0060,4.0,243889.0,30868.0,944688.0
II0011201,INV003175,P0064,2.0,303551.0,0.0,607102.0
II0011202,INV003175,P0022,3.0,358377.0,0.0,1075131.0
II0011203,INV003175,P0030,4.0,386963.0,0.0,1547852.0
II0011204,INV003175,P0036,1.0,218607.0,0.0,218607.0
II0011205,INV003175,P0084,4.0,311393.0,0.0,1245572.0
II0011206,INV003175,P0066,1.0,118992.0,0.0,118992.0
II0011207,INV003176,P0089,3.0,438441.0,0.0,1315323.0
II0011208,INV003176,P0066,1.0,118992.0,0.0,118992.0
II0011209,INV003176,P0051,5.0,97166.0,0.0,485830.0
II0011210,INV003176,P0077,5.0,22282.0,0.0,111410.0
II0011211,INV003177,P0036,3.0,218607.0,28283.0,627538.0
II0011212,INV003178,P0046,4.0,151561.0,59024.0,547220.0
II0011213,INV003178,P0035,2.0,65641.0,6409.0,124873.0
II0011214,INV003178,P0075,1.0,164300.0,15233.0,149067.0
II0011215,INV003179,P0034,2.0,370028.0,0.0,740056.0
II0011216,INV003179,P0025,1.0,209033.0,0.0,209033.0
II0011217,INV003179,P0038,4.0,211847.0,0.0,847388.0
II0011218,INV003179,P0045,3.0,74858.0,0.0,224574.0
II0011219,INV003179,P0036,2.0,218607.0,0.0,437214.0
II0011220,INV003180,P0079,5.0,341097.0,0.0,1705485.0
II0011221,INV003180,P0055,1.0,146743.0,0.0,146743.0
II0011222,INV003180,P0066,4.0,118992.0,0.0,475968.0
II0011223,INV003181,P0076,1.0,60620.0,0.0,60620.0
II0011224,INV003181,P0001,5.0,58377.0,0.0,291885.0
II0011225,INV003182,P0031,4.0,387938.0,36658.0,1515094.0
II0011226,INV003182,P0070,3.0,130064.0,7936.0,382256.0
II0011227,INV003182,P0016,1.0,224553.0,3590.0,220963.0
II0011228,INV003182,P0033,4.0,448325.0,39525.0,1753775.0
II0011229,INV003183,P0062,4.0,80307.0,9314.0,311914.0
II0011230,INV003183,P0043,5.0,132290.0,10145.0,651305.0
II0011231,INV003183,P0024,4.0,264558.0,24098.0,1034134.0
II0011232,INV003183,P0015,1.0,362142.0,15458.0,346684.0
II0011233,INV003183,P0060,4.0,243889.0,42692.0,932864.0
II0011234,INV003184,P0042,4.0,134324.0,47070.0,490226.0
II0011235,INV003184,P0014,4.0,1.0,0.0,4.0
II0011236,INV003184,P0030,5.0,386963.0,179114.0,1755701.0
II0011237,INV003184,P0004,4.0,358007.0,109215.0,1322813.0
II0011238,INV003184,P0024,2.0,264558.0,40014.0,489102.0
II0011239,INV003184,P0037,1.0,423362.0,31818.0,391544.0
II0011240,INV003185,P0072,1.0,446721.0,0.0,446721.0
II0011241,INV003185,P0035,5.0,65641.0,0.0,328205.0
II0011242,INV003186,P0043,4.0,132290.0,0.0,529160.0
II0011243,INV003187,P0020,5.0,143981.0,135888.0,584017.0
II0011244,INV003188,P0016,2.0,224553.0,0.0,449106.0
II0011245,INV003188,P0023,2.0,139162.0,0.0,278324.0
II0011246,INV003188,P0032,2.0,304624.0,0.0,609248.0
II0011247,INV003188,P0025,5.0,209033.0,0.0,1045165.0
II0011248,INV003189,P0029,2.0,442577.0,0.0,885154.0
II0011249,INV003190,P0063,3.0,306375.0,0.0,919125.0
II0011250,INV003190,P0051,4.0,97166.0,0.0,388664.0
II0011251,INV003190,P0084,5.0,311393.0,0.0,1556965.0
II0011252,INV003190,P0046,1.0,151561.0,0.0,151561.0
II0011253,INV003190,P0071,1.0,249257.0,0.0,249257.0
II0011254,INV003190,P0055,1.0,146743.0,0.0,146743.0
II0011255,INV003191,P0022,1.0,358377.0,20659.0,337718.0
II0011256,INV003191,P0087,5.0,56286.0,8850.0,272580.0
II0011257,INV003191,P0085,2.0,418826.0,31938.0,805714.0
II0011258,INV003191,P0036,5.0,218607.0,47821.0,1045214.0
II0011259,INV003192,P0047,2.0,219178.0,0.0,438356.0
II0011260,INV003193,P0008,1.0,47441.0,0.0,47441.0
II0011261,INV003193,P0014,5.0,1.0,0.0,5.0
II0011262,INV003193,P0057,1.0,138614.0,0.0,138614.0
II0011263,INV003193,P0061,2.0,176381.0,0.0,352762.0
II0011264,INV003194,P0046,1.0,151561.0,10269.0,141292.0
II0011265,INV003195,P0046,5.0,151561.0,69734.0,688071.0
II0011266,INV003195,P0082,2.0,235318.0,66340.0,404296.0
II0011267,INV003195,P0075,5.0,164300.0,97168.0,724332.0
II0011268,INV003195,P0066,1.0,118992.0,14004.0,104988.0
II0011269,INV003195,P0051,3.0,97166.0,19425.0,272073.0
II0011270,INV003195,P0014,4.0,1.0,1.0,3.0
II0011271,INV003196,P0090,2.0,305031.0,0.0,610062.0
II0011272,INV003196,P0051,4.0,97166.0,0.0,388664.0
II0011273,INV003196,P0081,2.0,449151.0,0.0,898302.0
II0011274,INV003196,P0072,3.0,446721.0,0.0,1340163.0
II0011275,INV003196,P0070,2.0,130064.0,0.0,260128.0
II0011276,INV003197,P0030,3.0,386963.0,0.0,1160889.0
II0011277,INV003197,P0039,1.0,313991.0,0.0,313991.0
II0011278,INV003197,P0002,3.0,389197.0,0.0,1167591.0
II0011279,INV003197,P0040,4.0,57689.0,0.0,230756.0
II0011280,INV003197,P0013,5.0,1.0,0.0,5.0
II0011281,INV003197,P0051,5.0,97166.0,0.0,485830.0
II0011282,INV003198,P0019,5.0,207143.0,0.0,1035715.0
II0011283,INV003198,P0008,2.0,47441.0,0.0,94882.0
II0011284,INV003199,P0020,1.0,143981.0,0.0,143981.0
II0011285,INV003199,P0083,4.0,94939.0,0.0,379756.0
II0011286,INV003199,P0079,1.0,341097.0,0.0,341097.0
II0011287,INV003199,P0039,5.0,313991.0,0.0,1569955.0
II0011288,INV003199,P0067,4.0,255125.0,0.0,1020500.0
II0011289,INV003200,P0026,2.0,263051.0,0.0,526102.0
II0011290,INV003200,P0037,1.0,423362.0,0.0,423362.0
II0011291,INV003201,P0086,5.0,105903.0,0.0,529515.0
II0011292,INV003201,P0057,5.0,138614.0,0.0,693070.0
II0011293,INV003201,P0004,5.0,358007.0,0.0,1790035.0
II0011294,INV003201,P0043,1.0,132290.0,0.0,132290.0
II0011295,INV003202,P0013,2.0,1.0,0.0,2.0
II0011296,INV003202,P0041,5.0,177493.0,0.0,887465.0
II0011297,INV003202,P0005,3.0,235151.0,0.0,705453.0
II0011298,INV003203,P0026,1.0,263051.0,0.0,263051.0
II0011299,INV003203,P0009,5.0,91048.0,0.0,455240.0
II0011300,INV003203,P0060,1.0,243889.0,0.0,243889.0
II0011301,INV003203,P0055,4.0,146743.0,0.0,586972.0
II0011302,INV003204,P0036,5.0,218607.0,65967.0,1027068.0
II0011303,INV003204,P0050,5.0,56311.0,41258.0,240297.0
II0011304,INV003205,P0044,2.0,137063.0,0.0,274126.0
II0011305,INV003205,P0050,2.0,56311.0,0.0,112622.0
II0011306,INV003205,P0024,5.0,264558.0,0.0,1322790.0
II0011307,INV003205,P0011,1.0,346756.0,0.0,346756.0
II0011308,INV003205,P0075,2.0,164300.0,0.0,328600.0
II0011309,INV003205,P0017,5.0,424331.0,0.0,2121655.0
II0011310,INV003206,P0063,1.0,306375.0,0.0,306375.0
II0011311,INV003206,P0075,1.0,164300.0,0.0,164300.0
II0011312,INV003206,P0040,3.0,57689.0,0.0,173067.0
II0011313,INV003207,P0073,2.0,383626.0,0.0,767252.0
II0011314,INV003207,P0051,2.0,97166.0,0.0,194332.0
II0011315,INV003208,P0042,1.0,134324.0,17356.0,116968.0
II0011316,INV003208,P0070,3.0,130064.0,23271.0,366921.0
II0011317,INV003208,P0055,5.0,146743.0,36429.0,697286.0
II0011318,INV003208,P0016,1.0,224553.0,26380.0,198173.0
II0011319,INV003209,P0068,2.0,367548.0,0.0,735096.0
II0011320,INV003209,P0018,4.0,321113.0,0.0,1284452.0
II0011321,INV003209,P0010,3.0,437400.0,0.0,1312200.0
II0011322,INV003209,P0070,5.0,130064.0,0.0,650320.0
II0011323,INV003210,P0029,1.0,442577.0,47484.0,395093.0
II0011324,INV003211,P0071,2.0,249257.0,0.0,498514.0
II0011325,INV003211,P0055,2.0,146743.0,0.0,293486.0
II0011326,INV003211,P0044,1.0,137063.0,0.0,137063.0
II0011327,INV003211,P0090,2.0,305031.0,0.0,610062.0
II0011328,INV003211,P0068,4.0,367548.0,0.0,1470192.0
II0011329,INV003211,P0068,3.0,367548.0,0.0,1102644.0
II0011330,INV003212,P0018,1.0,321113.0,0.0,321113.0
II0011331,INV003212,P0067,3.0,255125.0,0.0,765375.0
II0011332,INV003212,P0051,5.0,97166.0,0.0,485830.0
II0011333,INV003213,P0056,2.0,227390.0,0.0,454780.0
II0011334,INV003214,P0008,5.0,47441.0,0.0,237205.0
II0011335,INV003214,P0017,3.0,424331.0,0.0,1272993.0
II0011336,INV003214,P0076,4.0,60620.0,0.0,242480.0
II0011337,INV003214,P0028,5.0,150698.0,0.0,753490.0
II0011338,INV003214,P0057,3.0,138614.0,0.0,415842.0
II0011339,INV003214,P0084,5.0,311393.0,0.0,1556965.0
II0011340,INV003215,P0018,5.0,321113.0,0.0,1605565.0
II0011341,INV003215,P0028,3.0,150698.0,0.0,452094.0
II0011342,INV003215,P0058,1.0,1.0,0.0,1.0
II0011343,INV003215,P0015,1.0,362142.0,0.0,362142.0
II0011344,INV003215,P0062,5.0,80307.0,0.0,401535.0
II0011345,INV003215,P0028,2.0,150698.0,0.0,301396.0
II0011346,INV003216,P0050,5.0,56311.0,13185.0,268370.0
II0011347,INV003216,P0057,3.0,138614.0,15299.0,400543.0
II0011348,INV003216,P0086,2.0,105903.0,5812.0,205994.0
II0011349,INV003217,P0067,5.0,255125.0,0.0,1275625.0
II0011350,INV003218,P0014,4.0,1.0,0.0,4.0
II0011351,INV003219,P0035,1.0,65641.0,0.0,65641.0
II0011352,INV003219,P0061,5.0,176381.0,0.0,881905.0
II0011353,INV003219,P0057,4.0,138614.0,0.0,554456.0
II0011354,INV003219,P0029,3.0,442577.0,0.0,1327731.0
II0011355,INV003220,P0058,5.0,1.0,0.0,5.0
II0011356,INV003220,P0023,4.0,139162.0,9208.0,547440.0
II0011357,INV003221,P0049,5.0,1.0,0.0,5.0
II0011358,INV003221,P0058,3.0,1.0,0.0,3.0
II0011359,INV003221,P0019,4.0,207143.0,0.0,828572.0
II0011360,INV003221,P0004,2.0,358007.0,0.0,716014.0
II0011361,INV003221,P0034,1.0,370028.0,0.0,370028.0
II0011362,INV003221,P0031,3.0,387938.0,0.0,1163814.0
II0011363,INV003222,P0015,1.0,362142.0,0.0,362142.0
II0011364,INV003222,P0040,2.0,57689.0,0.0,115378.0
II0011365,INV003222,P0004,1.0,358007.0,0.0,358007.0
II0011366,INV003222,P0063,2.0,306375.0,0.0,612750.0
II0011367,INV003223,P0014,3.0,1.0,0.0,3.0
II0011368,INV003223,P0048,5.0,329369.0,0.0,1646845.0
II0011369,INV003224,P0053,1.0,361197.0,0.0,361197.0
II0011370,INV003224,P0007,2.0,213697.0,0.0,427394.0
II0011371,INV003225,P0059,4.0,367266.0,45391.0,1423673.0
II0011372,INV003225,P0063,2.0,306375.0,42105.0,570645.0
II0011373,INV003225,P0075,3.0,164300.0,42471.0,450429.0
II0011374,INV003225,P0002,5.0,389197.0,194550.0,1751435.0
II0011375,INV003225,P0070,3.0,130064.0,32977.0,357215.0
II0011376,INV003226,P0015,4.0,362142.0,0.0,1448568.0
II0011377,INV003226,P0079,2.0,341097.0,0.0,682194.0
II0011378,INV003226,P0075,4.0,164300.0,0.0,657200.0
II0011379,INV003226,P0044,4.0,137063.0,0.0,548252.0
II0011380,INV003226,P0078,3.0,72785.0,0.0,218355.0
II0011381,INV003226,P0072,1.0,446721.0,0.0,446721.0
II0011382,INV003227,P0023,4.0,139162.0,17242.0,539406.0
II0011383,INV003227,P0047,5.0,219178.0,39290.0,1056600.0
II0011384,INV003227,P0079,4.0,341097.0,24734.0,1339654.0
II0011385,INV003227,P0024,1.0,264558.0,10889.0,253669.0
II0011386,INV003228,P0047,5.0,219178.0,0.0,1095890.0
II0011387,INV003228,P0075,4.0,164300.0,0.0,657200.0
II0011388,INV003228,P0013,4.0,1.0,0.0,4.0
II0011389,INV003228,P0019,1.0,207143.0,0.0,207143.0
II0011390,INV003229,P0039,1.0,313991.0,0.0,313991.0
II0011391,INV003229,P0063,5.0,306375.0,0.0,1531875.0
II0011392,INV003229,P0029,3.0,442577.0,0.0,1327731.0
II0011393,INV003229,P0035,1.0,65641.0,0.0,65641.0
II0011394,INV003230,P0019,4.0,207143.0,52340.0,776232.0
II0011395,INV003231,P0031,2.0,387938.0,0.0,775876.0
II0011396,INV003231,P0015,4.0,362142.0,0.0,1448568.0
II0011397,INV003231,P0029,1.0,442577.0,0.0,442577.0
II0011398,INV003231,P0070,4.0,130064.0,0.0,520256.0
II0011399,INV003231,P0033,4.0,448325.0,0.0,1793300.0
II0011400,INV003232,P0033,5.0,448325.0,0.0,2241625.0
II0011401,INV003232,P0003,1.0,246385.0,0.0,246385.0
II0011402,INV003232,P0044,1.0,137063.0,0.0,137063.0
II0011403,INV003232,P0012,4.0,38835.0,0.0,155340.0
II0011404,INV003233,P0003,3.0,246385.0,0.0,739155.0
II0011405,INV003233,P0083,2.0,94939.0,0.0,189878.0
II0011406,INV003233,P0080,1.0,396061.0,0.0,396061.0
II0011407,INV003233,P0080,1.0,396061.0,0.0,396061.0
II0011408,INV003234,P0067,4.0,255125.0,35490.0,985010.0
II0011409,INV003234,P0029,5.0,442577.0,211909.0,2000976.0
II0011410,INV003234,P0040,3.0,57689.0,5633.0,167434.0
II0011411,INV003234,P0061,2.0,176381.0,23915.0,328847.0
II0011412,INV003234,P0089,5.0,438441.0,141655.0,2050550.0
II0011413,INV003235,P0011,2.0,346756.0,0.0,693512.0
II0011414,INV003235,P0084,5.0,311393.0,0.0,1556965.0
II0011415,INV003236,P0035,1.0,65641.0,0.0,65641.0
II0011416,INV003236,P0010,4.0,437400.0,0.0,1749600.0
II0011417,INV003237,P0010,5.0,437400.0,66820.0,2120180.0
II0011418,INV003237,P0067,5.0,255125.0,51768.0,1223857.0
