CustomerID,Recency,Frequency,Monetary,Cluster,ClusterName
C00398,224,10,22095807.0,3,مشتریان وفادار پرارزش
C00399,419,6,17224765.0,0,مشتریان عادی / کم‌تراکنش
C00400,664,5,5279784.0,2,مشتریان در خطر ریزش
C00401,352,6,11166116.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00402,176,7,16116648.0,0,مشتریان عادی / کم‌تراکنش
C00403,8,6,14825433.0,0,مشتریان عادی / کم‌تراکنش
C00404,203,5,15101413.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00405,144,8,12250515.0,0,مشتریان عادی / کم‌تراکنش
C00406,41,6,12154138.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00407,591,4,12223513.0,2,مشتریان در خطر ریزش
C00408,145,5,6187859.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00409,84,6,12391758.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00410,122,6,16754135.0,0,مشتریان عادی / کم‌تراکنش
C00411,166,7,19692647.0,0,مشتریان عادی / کم‌تراکنش
C00412,359,9,24406355.0,3,مشتریان وفادار پرارزش
C00413,204,8,19681727.0,0,مشتریان عادی / کم‌تراکنش
C00414,847,3,4368834.0,2,مشتریان در خطر ریزش
C00415,132,1,789153.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00416,37,4,9546090.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00417,115,6,8624201.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00418,198,6,14777840.0,0,مشتریان عادی / کم‌تراکنش
C00419,13,7,24016334.0,0,مشتریان عادی / کم‌تراکنش
C00420,344,8,8082872.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00421,48,11,25575958.0,3,مشتریان وفادار پرارزش
C00422,21,9,25265376.0,3,مشتریان وفادار پرارزش
C00423,160,7,13423722.0,0,مشتریان عادی / کم‌تراکنش
C00424,431,5,12445312.0,2,مشتریان در خطر ریزش
C00425,485,6,11827270.0,2,مشتریان در خطر ریزش
C00426,290,3,4601279.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00427,466,7,26613754.0,0,مشتریان عادی / کم‌تراکنش
C00428,229,6,14997208.0,0,مشتریان عادی / کم‌تراکنش
C00429,105,6,18265790.0,0,مشتریان عادی / کم‌تراکنش
C00430,180,9,22673522.0,3,مشتریان وفادار پرارزش
C00431,223,12,22806483.0,3,مشتریان وفادار پرارزش
C00432,178,5,15227245.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00433,65,9,18048834.0,0,مشتریان عادی / کم‌تراکنش
C00434,297,7,11851366.0,0,مشتریان عادی / کم‌تراکنش
C00435,4,9,19786753.0,0,مشتریان عادی / کم‌تراکنش
C00436,5,8,19636028.0,0,مشتریان عادی / کم‌تراکنش
C00437,24,13,25442559.0,3,مشتریان وفادار پرارزش
C00438,79,6,21404684.0,0,مشتریان عادی / کم‌تراکنش
C00439,699,10,24220006.0,3,مشتریان وفادار پرارزش
C00440,69,6,18273957.0,0,مشتریان عادی / کم‌تراکنش
C00441,19,10,19855260.0,3,مشتریان وفادار پرارزش
C00442,197,10,25510932.0,3,مشتریان وفادار پرارزش
C00443,111,5,8842633.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00444,327,7,17363027.0,0,مشتریان عادی / کم‌تراکنش
C00445,153,6,12652001.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00446,222,3,10023759.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00447,209,7,18348997.0,0,مشتریان عادی / کم‌تراکنش
C00448,194,5,7130801.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00449,249,9,29331276.0,3,مشتریان وفادار پرارزش
C00450,316,6,11690187.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00451,39,10,27926923.0,3,مشتریان وفادار پرارزش
C00452,80,8,20352047.0,0,مشتریان عادی / کم‌تراکنش
C00453,33,8,16030160.0,0,مشتریان عادی / کم‌تراکنش
C00454,396,9,13075795.0,0,مشتریان عادی / کم‌تراکنش
C00455,4,9,21703777.0,0,مشتریان عادی / کم‌تراکنش
C00456,237,3,7701319.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00457,91,7,13837662.0,0,مشتریان عادی / کم‌تراکنش
C00458,54,8,20012593.0,0,مشتریان عادی / کم‌تراکنش
C00459,3,4,6205459.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00460,455,10,25421884.0,3,مشتریان وفادار پرارزش
C00461,223,8,19693018.0,0,مشتریان عادی / کم‌تراکنش
C00462,335,6,15744753.0,0,مشتریان عادی / کم‌تراکنش
C00463,636,4,8734111.0,2,مشتریان در خطر ریزش
C00464,66,7,23422304.0,0,مشتریان عادی / کم‌تراکنش
C00465,538,4,10593287.0,2,مشتریان در خطر ریزش
C00466,3,7,15761740.0,0,مشتریان عادی / کم‌تراکنش
C00467,202,11,24327460.0,3,مشتریان وفادار پرارزش
C00469,380,3,8466416.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00470,71,9,16672307.0,0,مشتریان عادی / کم‌تراکنش
C00471,186,8,25175532.0,3,مشتریان وفادار پرارزش
C00472,177,7,16021802.0,0,مشتریان عادی / کم‌تراکنش
C00473,176,9,13344932.0,0,مشتریان عادی / کم‌تراکنش
C00474,106,3,5835408.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00475,219,4,16004199.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00476,74,3,14627384.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00477,287,12,31315899.0,3,مشتریان وفادار پرارزش
C00478,359,5,7821109.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00479,103,6,13577147.0,0,مشتریان عادی / کم‌تراکنش
C00480,542,11,23297465.0,3,مشتریان وفادار پرارزش
C00481,58,2,3972977.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00482,172,6,12982976.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00483,4,7,19477177.0,0,مشتریان عادی / کم‌تراکنش
C00484,39,7,14083399.0,0,مشتریان عادی / کم‌تراکنش
C00485,88,7,23457928.0,0,مشتریان عادی / کم‌تراکنش
C00486,28,8,17438788.0,0,مشتریان عادی / کم‌تراکنش
C00487,326,4,7573533.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00488,128,8,25152280.0,3,مشتریان وفادار پرارزش
C00489,94,7,15699109.0,0,مشتریان عادی / کم‌تراکنش
C00490,112,5,12769029.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00491,22,4,6832978.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00492,12,8,16649510.0,0,مشتریان عادی / کم‌تراکنش
C00493,32,6,13582863.0,0,مشتریان عادی / کم‌تراکنش
C00494,234,6,10488801.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00495,176,8,23515002.0,0,مشتریان عادی / کم‌تراکنش
C00496,736,5,18442145.0,2,مشتریان در خطر ریزش
C00497,121,5,11945709.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00498,410,8,18952513.0,0,مشتریان عادی / کم‌تراکنش
C00499,212,8,13465098.0,0,مشتریان عادی / کم‌تراکنش
C00500,39,7,15653644.0,0,مشتریان عادی / کم‌تراکنش
C00501,172,5,7987483.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00502,158,5,9951648.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00503,187,4,9917296.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00504,158,7,14850966.0,0,مشتریان عادی / کم‌تراکنش
C00505,694,3,6754700.0,2,مشتریان در خطر ریزش
C00506,43,8,17591651.0,0,مشتریان عادی / کم‌تراکنش
C00507,173,4,7129980.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00508,198,9,11336808.0,0,مشتریان عادی / کم‌تراکنش
C00509,481,7,21504016.0,0,مشتریان عادی / کم‌تراکنش
C00510,31,6,14323060.0,0,مشتریان عادی / کم‌تراکنش
C00511,537,6,9250388.0,2,مشتریان در خطر ریزش
C00512,441,10,25129394.0,3,مشتریان وفادار پرارزش
C00513,244,9,18640124.0,0,مشتریان عادی / کم‌تراکنش
C00514,175,7,16225219.0,0,مشتریان عادی / کم‌تراکنش
C00515,225,8,15907021.0,0,مشتریان عادی / کم‌تراکنش
C00516,18,3,6261229.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00517,67,5,10993202.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00518,154,8,16766001.0,0,مشتریان عادی / کم‌تراکنش
C00519,865,9,15816777.0,2,مشتریان در خطر ریزش
C00520,362,5,14148816.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00521,842,7,13799570.0,2,مشتریان در خطر ریزش
C00522,36,6,12612948.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00523,34,5,14611105.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00524,33,9,26712233.0,3,مشتریان وفادار پرارزش
C00525,400,2,4090908.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00526,267,11,15605116.0,0,مشتریان عادی / کم‌تراکنش
C00527,780,5,14551496.0,2,مشتریان در خطر ریزش
C00528,31,12,28852967.0,3,مشتریان وفادار پرارزش
C00529,104,7,12253198.0,0,مشتریان عادی / کم‌تراکنش
C00530,311,4,10465734.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00531,27,12,24243735.0,3,مشتریان وفادار پرارزش
C00532,130,10,13333064.0,0,مشتریان عادی / کم‌تراکنش
C00533,184,9,20823475.0,0,مشتریان عادی / کم‌تراکنش
C00534,455,7,19338979.0,0,مشتریان عادی / کم‌تراکنش
C00535,602,2,5221830.0,2,مشتریان در خطر ریزش
C00536,38,7,15159789.0,0,مشتریان عادی / کم‌تراکنش
C00537,74,11,28897097.0,3,مشتریان وفادار پرارزش
C00538,20,12,32069503.0,3,مشتریان وفادار پرارزش
C00539,40,6,12180778.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00540,141,9,16298175.0,0,مشتریان عادی / کم‌تراکنش
C00541,239,8,27911369.0,3,مشتریان وفادار پرارزش
C00542,275,11,23019097.0,3,مشتریان وفادار پرارزش
C00543,31,6,19911029.0,0,مشتریان عادی / کم‌تراکنش
C00544,216,5,9174911.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00545,7,5,8818213.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00546,390,9,26191850.0,3,مشتریان وفادار پرارزش
C00547,431,3,6998047.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00548,618,8,20761237.0,2,مشتریان در خطر ریزش
C00549,568,8,17939884.0,2,مشتریان در خطر ریزش
C00550,339,6,14890410.0,0,مشتریان عادی / کم‌تراکنش
C00551,118,9,15027462.0,0,مشتریان عادی / کم‌تراکنش
C00552,504,3,8715871.0,2,مشتریان در خطر ریزش
C00553,185,10,21887882.0,3,مشتریان وفادار پرارزش
C00554,323,8,19974013.0,0,مشتریان عادی / کم‌تراکنش
C00555,241,8,22109789.0,0,مشتریان عادی / کم‌تراکنش
C00556,125,6,10241695.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00557,139,10,11659977.0,0,مشتریان عادی / کم‌تراکنش
C00558,70,8,19560325.0,0,مشتریان عادی / کم‌تراکنش
C00559,100,9,22121416.0,0,مشتریان عادی / کم‌تراکنش
C00560,132,13,30760998.0,3,مشتریان وفادار پرارزش
C00561,424,9,26444801.0,3,مشتریان وفادار پرارزش
C00562,5,7,17847792.0,0,مشتریان عادی / کم‌تراکنش
C00563,543,7,17438751.0,2,مشتریان در خطر ریزش
C00564,242,10,19380400.0,0,مشتریان عادی / کم‌تراکنش
C00565,55,14,24926264.0,3,مشتریان وفادار پرارزش
C00566,1,9,28285773.0,3,مشتریان وفادار پرارزش
C00567,36,6,14064394.0,0,مشتریان عادی / کم‌تراکنش
C00568,33,10,22609692.0,3,مشتریان وفادار پرارزش
C00569,76,7,15605758.0,0,مشتریان عادی / کم‌تراکنش
C00570,159,5,8160551.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00571,421,6,15741394.0,0,مشتریان عادی / کم‌تراکنش
C00572,297,9,26061149.0,3,مشتریان وفادار پرارزش
C00573,1020,5,6788221.0,2,مشتریان در خطر ریزش
C00574,203,8,24821859.0,3,مشتریان وفادار پرارزش
C00575,549,5,8019859.0,2,مشتریان در خطر ریزش
C00576,691,3,7049322.0,2,مشتریان در خطر ریزش
C00577,124,8,14202742.0,0,مشتریان عادی / کم‌تراکنش
C00578,254,6,19378974.0,0,مشتریان عادی / کم‌تراکنش
C00579,38,7,26632078.0,0,مشتریان عادی / کم‌تراکنش
C00580,33,9,13877177.0,0,مشتریان عادی / کم‌تراکنش
C00581,129,7,18344494.0,0,مشتریان عادی / کم‌تراکنش
C00582,190,7,21922407.0,0,مشتریان عادی / کم‌تراکنش
C00583,243,9,21099315.0,0,مشتریان عادی / کم‌تراکنش
C00584,2,4,5981561.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00585,514,8,15442219.0,0,مشتریان عادی / کم‌تراکنش
C00586,8,8,18299004.0,0,مشتریان عادی / کم‌تراکنش
C00587,332,14,26493245.0,3,مشتریان وفادار پرارزش
C00588,340,5,5291530.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00589,93,9,22197554.0,3,مشتریان وفادار پرارزش
C00590,75,4,11623458.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00591,10,8,22334191.0,0,مشتریان عادی / کم‌تراکنش
C00592,554,4,4931001.0,2,مشتریان در خطر ریزش
C00593,130,9,22021099.0,0,مشتریان عادی / کم‌تراکنش
C00594,578,4,10334424.0,2,مشتریان در خطر ریزش
C00595,349,6,13000958.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00596,306,8,25221376.0,3,مشتریان وفادار پرارزش
C00597,124,7,16964347.0,0,مشتریان عادی / کم‌تراکنش
C00598,456,8,13865550.0,0,مشتریان عادی / کم‌تراکنش
C00599,105,8,20201215.0,0,مشتریان عادی / کم‌تراکنش
C00600,15,10,30799805.0,3,مشتریان وفادار پرارزش
C00601,123,7,23350169.0,0,مشتریان عادی / کم‌تراکنش
C00602,630,5,9766175.0,2,مشتریان در خطر ریزش
C00603,75,6,14881781.0,0,مشتریان عادی / کم‌تراکنش
C00604,199,6,17981737.0,0,مشتریان عادی / کم‌تراکنش
C00605,252,5,9088246.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00606,149,3,11558142.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00607,626,6,10913194.0,2,مشتریان در خطر ریزش
C00608,124,9,21589714.0,0,مشتریان عادی / کم‌تراکنش
C00609,208,13,35815708.0,3,مشتریان وفادار پرارزش
C00610,47,9,18299855.0,0,مشتریان عادی / کم‌تراکنش
C00611,352,6,16549615.0,0,مشتریان عادی / کم‌تراکنش
C00612,412,7,15629287.0,0,مشتریان عادی / کم‌تراکنش
C00613,49,8,21727959.0,0,مشتریان عادی / کم‌تراکنش
C00614,82,5,9314048.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00615,24,12,34607925.0,3,مشتریان وفادار پرارزش
C00616,13,9,23429563.0,3,مشتریان وفادار پرارزش
C00617,205,9,23390501.0,3,مشتریان وفادار پرارزش
C00618,174,5,10077747.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00619,410,9,21642245.0,0,مشتریان عادی / کم‌تراکنش
C00620,45,6,8815024.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00621,42,6,7847083.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00622,135,10,15110034.0,0,مشتریان عادی / کم‌تراکنش
C00623,239,7,20486008.0,0,مشتریان عادی / کم‌تراکنش
C00624,192,9,24593706.0,3,مشتریان وفادار پرارزش
C00625,255,4,10309930.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00626,266,3,3432795.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00627,165,8,19800807.0,0,مشتریان عادی / کم‌تراکنش
C00628,68,5,10218586.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00629,182,5,8551991.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00630,173,6,20827762.0,0,مشتریان عادی / کم‌تراکنش
C00631,343,11,28029525.0,3,مشتریان وفادار پرارزش
C00632,757,3,6280656.0,2,مشتریان در خطر ریزش
C00633,370,4,5697251.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00634,417,8,16604485.0,0,مشتریان عادی / کم‌تراکنش
C00635,9,5,12022188.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00636,351,8,19381908.0,0,مشتریان عادی / کم‌تراکنش
C00637,304,8,16968316.0,0,مشتریان عادی / کم‌تراکنش
C00638,31,8,13894835.0,0,مشتریان عادی / کم‌تراکنش
C00639,139,5,21033861.0,0,مشتریان عادی / کم‌تراکنش
C00640,546,8,24268908.0,0,مشتریان عادی / کم‌تراکنش
C00641,149,5,17510038.0,0,مشتریان عادی / کم‌تراکنش
C00642,522,5,9583778.0,2,مشتریان در خطر ریزش
C00643,34,6,14050737.0,0,مشتریان عادی / کم‌تراکنش
C00644,81,6,16920615.0,0,مشتریان عادی / کم‌تراکنش
C00645,385,5,8683002.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00646,390,5,9241012.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00647,92,9,13329510.0,0,مشتریان عادی / کم‌تراکنش
C00648,235,9,14611767.0,0,مشتریان عادی / کم‌تراکنش
C00649,244,5,14433952.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00650,181,9,21387230.0,0,مشتریان عادی / کم‌تراکنش
C00651,326,11,26377952.0,3,مشتریان وفادار پرارزش
C00652,79,9,27350746.0,3,مشتریان وفادار پرارزش
C00653,7,7,7818089.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00654,108,8,24639112.0,0,مشتریان عادی / کم‌تراکنش
C00655,58,8,14450348.0,0,مشتریان عادی / کم‌تراکنش
C00656,6,2,9992442.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00657,54,8,17978610.0,0,مشتریان عادی / کم‌تراکنش
C00658,26,10,22045188.0,3,مشتریان وفادار پرارزش
C00659,150,9,21824721.0,0,مشتریان عادی / کم‌تراکنش
C00660,184,8,11621317.0,0,مشتریان عادی / کم‌تراکنش
C00661,874,4,4378742.0,2,مشتریان در خطر ریزش
C00662,65,11,28981084.0,3,مشتریان وفادار پرارزش
C00663,32,8,6785771.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00664,66,2,3064065.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00665,209,9,11813709.0,0,مشتریان عادی / کم‌تراکنش
C00666,120,7,15801448.0,0,مشتریان عادی / کم‌تراکنش
C00667,515,3,8663294.0,2,مشتریان در خطر ریزش
C00668,235,10,33002565.0,3,مشتریان وفادار پرارزش
C00669,77,7,8482869.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00670,585,7,22631197.0,2,مشتریان در خطر ریزش
C00671,169,4,15076906.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00672,171,7,14994264.0,0,مشتریان عادی / کم‌تراکنش
C00673,239,7,19191165.0,0,مشتریان عادی / کم‌تراکنش
C00674,94,6,7236521.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00675,409,5,12161953.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00676,513,10,23575190.0,3,مشتریان وفادار پرارزش
C00677,175,8,25322572.0,3,مشتریان وفادار پرارزش
C00678,1236,4,3876242.0,2,مشتریان در خطر ریزش
C00679,114,12,27713375.0,3,مشتریان وفادار پرارزش
C00680,11,5,14704806.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00681,231,10,24496671.0,3,مشتریان وفادار پرارزش
C00682,131,6,6654932.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00683,273,10,23389831.0,3,مشتریان وفادار پرارزش
C00684,230,5,10513506.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00685,507,4,10451697.0,2,مشتریان در خطر ریزش
C00686,546,7,16241197.0,2,مشتریان در خطر ریزش
C00687,228,6,14038042.0,0,مشتریان عادی / کم‌تراکنش
C00688,326,4,4173361.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00689,59,7,13010661.0,0,مشتریان عادی / کم‌تراکنش
C00690,171,4,8344705.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00691,203,6,13824540.0,0,مشتریان عادی / کم‌تراکنش
C00692,548,4,7513195.0,2,مشتریان در خطر ریزش
C00693,178,13,25612912.0,3,مشتریان وفادار پرارزش
C00694,395,6,16775991.0,0,مشتریان عادی / کم‌تراکنش
C00695,33,10,26549343.0,3,مشتریان وفادار پرارزش
C00696,226,4,13760540.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00697,34,7,15730761.0,0,مشتریان عادی / کم‌تراکنش
C00698,107,7,13920437.0,0,مشتریان عادی / کم‌تراکنش
C00699,160,7,24461730.0,0,مشتریان عادی / کم‌تراکنش
C00700,75,7,15580617.0,0,مشتریان عادی / کم‌تراکنش
C00701,9,7,16848072.0,0,مشتریان عادی / کم‌تراکنش
C00702,131,5,8917307.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00703,267,8,23242457.0,0,مشتریان عادی / کم‌تراکنش
C00704,606,4,11331171.0,2,مشتریان در خطر ریزش
C00705,71,8,20269438.0,0,مشتریان عادی / کم‌تراکنش
C00706,424,9,13396056.0,0,مشتریان عادی / کم‌تراکنش
C00707,14,11,28918257.0,3,مشتریان وفادار پرارزش
C00708,24,8,17685466.0,0,مشتریان عادی / کم‌تراکنش
C00709,641,4,6770248.0,2,مشتریان در خطر ریزش
C00710,4,5,17082687.0,0,مشتریان عادی / کم‌تراکنش
C00711,147,6,15074647.0,0,مشتریان عادی / کم‌تراکنش
C00712,264,6,9353640.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00713,232,4,10567884.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00714,14,7,18835851.0,0,مشتریان عادی / کم‌تراکنش
C00715,10,5,7552573.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00716,96,11,20119283.0,3,مشتریان وفادار پرارزش
C00717,214,7,19710187.0,0,مشتریان عادی / کم‌تراکنش
C00718,768,4,10967077.0,2,مشتریان در خطر ریزش
C00719,39,6,17436125.0,0,مشتریان عادی / کم‌تراکنش
C00720,48,7,12856371.0,0,مشتریان عادی / کم‌تراکنش
C00721,323,7,15152873.0,0,مشتریان عادی / کم‌تراکنش
C00722,33,10,28883794.0,3,مشتریان وفادار پرارزش
C00723,190,8,27578663.0,3,مشتریان وفادار پرارزش
C00724,117,9,20785875.0,0,مشتریان عادی / کم‌تراکنش
C00725,236,8,22502413.0,0,مشتریان عادی / کم‌تراکنش
C00726,691,2,5702849.0,2,مشتریان در خطر ریزش
C00727,143,7,17752615.0,0,مشتریان عادی / کم‌تراکنش
C00728,72,9,20868414.0,0,مشتریان عادی / کم‌تراکنش
C00729,632,5,14496688.0,2,مشتریان در خطر ریزش
C00730,35,3,5627162.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00731,42,4,11264467.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00732,157,10,17429738.0,0,مشتریان عادی / کم‌تراکنش
C00733,111,10,15060666.0,0,مشتریان عادی / کم‌تراکنش
C00734,390,7,19501433.0,0,مشتریان عادی / کم‌تراکنش
C00735,105,7,22405283.0,0,مشتریان عادی / کم‌تراکنش
C00736,87,6,10996601.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00737,127,8,14528066.0,0,مشتریان عادی / کم‌تراکنش
C00738,214,2,3368384.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00739,426,3,9311181.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00740,577,5,10040838.0,2,مشتریان در خطر ریزش
C00741,515,4,4068514.0,2,مشتریان در خطر ریزش
C00742,480,5,10171339.0,2,مشتریان در خطر ریزش
C00743,358,6,11278106.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00744,393,6,8542558.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00745,120,10,21252713.0,3,مشتریان وفادار پرارزش
C00746,100,6,14254645.0,0,مشتریان عادی / کم‌تراکنش
C00747,337,6,18865091.0,0,مشتریان عادی / کم‌تراکنش
C00748,273,10,23403034.0,3,مشتریان وفادار پرارزش
C00749,118,4,7689520.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00750,74,7,23120134.0,0,مشتریان عادی / کم‌تراکنش
C00751,78,5,10957055.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00752,457,7,17494821.0,0,مشتریان عادی / کم‌تراکنش
C00753,267,8,20577818.0,0,مشتریان عادی / کم‌تراکنش
C00754,144,9,20360583.0,0,مشتریان عادی / کم‌تراکنش
C00755,368,4,7105524.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00756,211,12,27993150.0,3,مشتریان وفادار پرارزش
C00757,10,8,14812619.0,0,مشتریان عادی / کم‌تراکنش
C00758,31,6,18323813.0,0,مشتریان عادی / کم‌تراکنش
C00759,396,3,8546209.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00760,90,6,7185815.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00761,621,8,18400680.0,2,مشتریان در خطر ریزش
C00762,185,7,15438289.0,0,مشتریان عادی / کم‌تراکنش
C00763,11,11,38780058.0,3,مشتریان وفادار پرارزش
C00764,71,3,7230369.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00765,721,3,5068542.0,2,مشتریان در خطر ریزش
C00766,184,7,16641496.0,0,مشتریان عادی / کم‌تراکنش
C00767,363,7,19522175.0,0,مشتریان عادی / کم‌تراکنش
C00768,204,7,13773869.0,0,مشتریان عادی / کم‌تراکنش
C00769,18,9,18481918.0,0,مشتریان عادی / کم‌تراکنش
C00770,471,7,15555151.0,0,مشتریان عادی / کم‌تراکنش
C00771,224,5,14111548.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00772,128,12,23461058.0,3,مشتریان وفادار پرارزش
C00773,179,4,7126117.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00774,128,6,15605964.0,0,مشتریان عادی / کم‌تراکنش
C00775,128,7,15883415.0,0,مشتریان عادی / کم‌تراکنش
C00776,281,8,18250731.0,0,مشتریان عادی / کم‌تراکنش
C00777,457,7,11259859.0,2,مشتریان در خطر ریزش
C00778,13,6,10615954.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00779,236,6,11338450.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00780,23,7,21708473.0,0,مشتریان عادی / کم‌تراکنش
C00781,265,6,19138172.0,0,مشتریان عادی / کم‌تراکنش
C00782,184,8,22105422.0,0,مشتریان عادی / کم‌تراکنش
C00783,38,12,23886121.0,3,مشتریان وفادار پرارزش
C00784,198,9,24536969.0,3,مشتریان وفادار پرارزش
C00785,459,6,14054661.0,2,مشتریان در خطر ریزش
C00786,570,4,10647846.0,2,مشتریان در خطر ریزش
C00787,456,6,12677799.0,2,مشتریان در خطر ریزش
C00788,34,8,12809859.0,0,مشتریان عادی / کم‌تراکنش
C00789,377,5,14107645.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
C00790,547,4,12322905.0,2,مشتریان در خطر ریزش
C00791,159,4,11724851.0,1,مشتریان عادی / کم‌تراکنش (گروه 1)
