CustomerID,Purchases,TotalSpend,AvgOrder,FirstPurchase,LastPurchase,CLV
C00355,5,17250987.0,3450197.4,1400-12-18,1405-04-26,25876480.5
C00356,6,11647130.0,1941188.3333333333,1400-09-08,1402-08-16,17470695.0
C00357,12,40166891.0,3347240.9166666665,1400-06-10,1405-03-15,60250336.5
C00358,6,10800436.0,1800072.6666666667,1400-02-14,1404-06-23,16200654.0
C00359,8,24821481.0,3102685.125,1400-08-23,1404-10-15,37232221.5
C00360,7,15565476.0,2223639.4285714286,1401-07-10,1404-07-10,23348214.0
C00361,6,13448152.0,2241358.6666666665,1400-02-03,1404-01-14,20172228.0
C00362,4,11458813.0,2864703.25,1400-06-04,1405-01-16,17188219.5
C00363,7,15051467.0,2150209.5714285714,1400-08-18,1404-10-24,22577200.5
C00364,5,10975446.0,2195089.2,1403-12-02,1405-01-23,16463169.0
C00365,6,8997747.0,1499624.5,1402-02-08,1405-06-21,13496620.5
C00366,7,17628971.0,2518424.4285714286,1400-03-18,1405-05-02,26443456.5
C00367,9,24469806.0,2718867.3333333335,1401-12-14,1405-06-15,36704709.0
C00368,6,16729881.0,2788313.5,1400-01-26,1404-06-10,25094821.5
C00369,9,21995670.0,2443963.3333333335,1400-06-23,1405-06-20,32993505.0
C00370,10,23443259.0,2344325.9,1400-07-11,1405-05-07,35164888.5
C00371,5,13209554.0,2641910.8,1401-10-30,1404-01-06,19814331.0
C00372,6,15978746.0,2663124.3333333335,1400-09-23,1404-10-30,23968119.0
C00373,3,7681729.0,2560576.3333333335,1401-10-05,1404-04-01,11522593.5
C00374,12,19816442.0,1651370.1666666667,1400-10-24,1404-07-29,29724663.0
C00375,10,22499069.0,2249906.9,1400-01-15,1405-06-23,33748603.5
C00376,5,10064786.0,2012957.2,1400-01-24,1404-09-07,15097179.0
C00377,13,34543095.0,2657161.153846154,1401-01-07,1405-06-19,51814642.5
C00378,7,20898215.0,2985459.285714286,1400-04-01,1405-05-13,31347322.5
C00379,7,17720494.0,2531499.1428571427,1400-05-28,1404-12-11,26580741.0
C00380,9,20845216.0,2316135.111111111,1400-07-09,1404-12-26,31267824.0
C00381,9,14150018.0,1572224.2222222222,1400-03-13,1404-05-28,21225027.0
C00382,7,13329037.0,1904148.142857143,1400-02-30,1405-02-31,19993555.5
C00383,3,6060269.0,2020089.6666666667,1400-11-04,1402-10-16,9090403.5
C00384,5,13154155.0,2630831.0,1401-05-19,1403-01-23,19731232.5
C00385,7,18672162.0,2667451.714285714,1401-11-17,1405-06-12,28008243.0
C00386,8,16942336.0,2117792.0,1400-08-11,1404-02-15,25413504.0
C00387,9,15081578.0,1675730.888888889,1401-06-19,1405-02-07,22622367.0
C00388,6,14094819.0,2349136.5,1400-11-30,1404-01-16,21142228.5
C00389,5,16987359.0,3397471.8,1400-11-10,1405-02-14,25481038.5
C00390,3,9820801.0,3273600.3333333335,1403-11-26,1404-04-26,14731201.5
C00391,7,18368512.0,2624073.1428571427,1401-06-03,1405-01-24,27552768.0
C00392,12,29343786.0,2445315.5,1401-08-16,1405-06-23,44015679.0
C00393,6,11125840.0,1854306.6666666667,1400-06-15,1405-06-28,16688760.0
C00394,2,4266791.0,2133395.5,1404-04-29,1405-06-20,6400186.5
C00395,5,8301340.0,1660268.0,1401-02-09,1404-05-08,12452010.0
C00396,13,41456740.0,3188980.0,1401-05-06,1405-04-06,62185110.0
C00397,10,28624865.0,2862486.5,1400-07-04,1405-06-21,42937297.5
C00398,10,22095807.0,2209580.7,1401-01-03,1404-11-21,33143710.5
C00399,6,17224765.0,2870794.1666666665,1401-05-05,1404-05-08,25837147.5
C00400,5,5279784.0,1055956.8,1400-03-01,1403-09-07,7919676.0
C00401,6,11166116.0,1861019.3333333333,1401-01-27,1404-07-13,16749174.0
C00402,7,16116648.0,2302378.285714286,1400-05-08,1405-01-10,24174972.000000004
C00403,6,14825433.0,2470905.5,1400-12-08,1405-06-23,22238149.5
C00404,5,15101413.0,3020282.6,1401-03-25,1404-12-12,22652119.5
C00405,8,12250515.0,1531314.375,1400-03-31,1405-02-11,18375772.5
C00406,6,12154138.0,2025689.6666666667,1400-09-18,1405-05-21,18231207.0
C00407,4,12223513.0,3055878.25,1400-06-03,1403-11-20,18335269.5
C00408,5,6187859.0,1237571.8,1401-07-07,1405-02-10,9281788.5
C00409,6,12391758.0,2065293.0,1400-12-20,1405-04-09,18587637.0
C00410,6,16754135.0,2792355.8333333335,1401-09-20,1405-03-02,25131202.5
C00411,7,19692647.0,2813235.285714286,1400-10-11,1405-01-20,29538970.5
C00412,9,24406355.0,2711817.222222222,1400-11-13,1404-07-06,36609532.5
C00413,8,19681727.0,2460215.875,1401-05-05,1404-12-11,29522590.5
C00414,3,4368834.0,1456278.0,1401-01-03,1403-03-08,6553251.0
C00415,1,789153.0,789153.0,1405-02-23,1405-02-23,1183729.5
C00416,4,9546090.0,2386522.5,1401-12-24,1405-05-25,14319135.0
C00417,6,8624201.0,1437366.8333333333,1400-11-10,1405-03-09,12936301.5
C00418,6,14777840.0,2462973.3333333335,1401-03-11,1404-12-17,22166760.0
C00419,7,24016334.0,3430904.8571428573,1400-01-15,1405-06-18,36024501.0
C00420,8,8082872.0,1010359.0,1401-05-04,1404-07-21,12124308.0
C00421,11,25575958.0,2325087.090909091,1400-05-14,1405-05-14,38363937.0
C00422,9,25265376.0,2807264.0,1401-10-14,1405-06-10,37898064.0
C00423,7,13423722.0,1917674.5714285714,1402-02-27,1405-01-26,20135583.0
C00424,5,12445312.0,2489062.4,1400-01-02,1404-04-27,18667968.0
C00425,6,11827270.0,1971211.6666666667,1402-04-17,1404-03-04,17740905.0
C00426,3,4601279.0,1533759.6666666667,1400-01-13,1404-09-15,6901918.5
C00427,7,26613754.0,3801964.8571428573,1400-10-02,1404-03-23,39920631.0
C00428,6,14997208.0,2499534.6666666665,1401-09-27,1404-11-16,22495812.0
C00429,6,18265790.0,3044298.3333333335,1400-11-30,1405-03-19,27398685.0
C00430,9,22673522.0,2519280.222222222,1400-04-18,1405-01-06,34010283.0
C00431,12,22806483.0,1900540.25,1400-03-07,1404-11-22,34209724.5
C00432,5,15227245.0,3045449.0,1403-05-09,1405-01-08,22840867.5
C00433,9,18048834.0,2005426.0,1401-07-17,1405-04-28,27073251.0
C00434,7,11851366.0,1693052.2857142857,1401-01-05,1404-09-08,17777049.0
C00435,9,19786753.0,2198528.111111111,1400-10-14,1405-06-27,29680129.5
C00436,8,19636028.0,2454503.5,1400-10-02,1405-06-26,29454042.0
C00437,13,25442559.0,1957119.923076923,1400-06-17,1405-06-07,38163838.5
C00438,6,21404684.0,3567447.3333333335,1400-08-15,1405-04-14,32107026.0
C00439,10,24220006.0,2422000.6,1400-05-12,1403-08-02,36330009.0
C00440,6,18273957.0,3045659.5,1400-12-15,1405-04-24,27410935.5
C00441,10,19855260.0,1985526.0,1400-05-03,1405-06-12,29782890.0
C00442,10,25510932.0,2551093.2,1401-12-19,1404-12-18,38266398.0
C00443,5,8842633.0,1768526.6,1401-03-09,1405-03-13,13263949.5
C00444,7,17363027.0,2480432.4285714286,1400-12-02,1404-08-08,26044540.5
C00445,6,12652001.0,2108666.8333333335,1400-07-04,1405-02-02,18978001.5
C00446,3,10023759.0,3341253.0,1401-04-15,1404-11-23,15035638.5
C00447,7,18348997.0,2621285.285714286,1400-06-26,1404-12-06,27523495.5
C00448,5,7130801.0,1426160.2,1400-06-04,1404-12-21,10696201.5
C00449,9,29331276.0,3259030.6666666665,1400-05-31,1404-10-26,43996914.0
C00450,6,11690187.0,1948364.5,1400-01-12,1404-08-19,17535280.5
C00451,10,27926923.0,2792692.3,1401-07-28,1405-05-23,41890384.5
C00452,8,20352047.0,2544005.875,1400-04-10,1405-04-13,30528070.5
C00453,8,16030160.0,2003770.0,1401-08-11,1405-05-29,24045240.0
C00454,9,13075795.0,1452866.111111111,1401-05-02,1404-05-31,19613692.5
C00455,9,21703777.0,2411530.777777778,1400-02-25,1405-06-27,32555665.5
C00456,3,7701319.0,2567106.3333333335,1400-07-17,1404-11-08,11551978.5
C00457,7,13837662.0,1976808.857142857,1401-04-07,1405-04-02,20756493.0
C00458,8,20012593.0,2501574.125,1400-05-28,1405-05-08,30018889.5
C00459,4,6205459.0,1551364.75,1401-12-12,1405-06-28,9308188.5
C00460,10,25421884.0,2542188.4,1400-06-02,1404-04-03,38132826.0
C00461,8,19693018.0,2461627.25,1401-07-27,1404-11-22,29539527.0
C00462,6,15744753.0,2624125.5,1400-01-18,1404-07-30,23617129.5
C00463,4,8734111.0,2183527.75,1401-06-30,1403-10-05,13101166.5
C00464,7,23422304.0,3346043.4285714286,1400-11-26,1405-04-27,35133456.0
C00465,4,10593287.0,2648321.75,1400-03-22,1404-01-13,15889930.5
C00466,7,15761740.0,2251677.1428571427,1400-01-10,1405-06-28,23642610.0
C00467,11,24327460.0,2211587.272727273,1400-05-21,1404-12-13,36491190.00000001
C00469,3,8466416.0,2822138.6666666665,1401-01-25,1404-06-16,12699624.0
C00470,9,16672307.0,1852478.5555555555,1400-01-11,1405-04-22,25008460.5
C00471,8,25175532.0,3146941.5,1400-07-14,1404-12-29,37763298.0
C00472,7,16021802.0,2288828.8571428573,1400-02-19,1405-01-09,24032703.0
C00473,9,13344932.0,1482770.2222222222,1400-10-23,1405-01-10,20017398.0
C00474,3,5835408.0,1945136.0,1403-02-03,1405-03-18,8753112.0
C00475,4,16004199.0,4001049.75,1403-01-18,1404-11-26,24006298.5
C00476,3,14627384.0,4875794.666666667,1402-08-30,1405-04-19,21941076.0
C00477,12,31315899.0,2609658.25,1400-05-09,1404-09-18,46973848.5
C00478,5,7821109.0,1564221.8,1401-01-04,1404-07-06,11731663.5
C00479,6,13577147.0,2262857.8333333335,1400-02-29,1405-03-21,20365720.5
C00480,11,23297465.0,2117951.3636363638,1400-07-09,1404-01-09,34946197.5
C00481,2,3972977.0,1986488.5,1402-06-08,1405-05-04,5959465.5
C00482,6,12982976.0,2163829.3333333335,1400-11-08,1405-01-14,19474464.0
C00483,7,19477177.0,2782453.8571428573,1400-07-10,1405-06-27,29215765.5
C00484,7,14083399.0,2011914.142857143,1400-01-13,1405-05-23,21125098.5
C00485,7,23457928.0,3351132.5714285714,1401-06-16,1405-04-05,35186892.0
C00486,8,17438788.0,2179848.5,1400-01-22,1405-06-03,26158182.0
C00487,4,7573533.0,1893383.25,1401-12-23,1404-08-09,11360299.5
C00488,8,25152280.0,3144035.0,1402-04-20,1405-02-27,37728420.0
C00489,7,15699109.0,2242729.8571428573,1402-02-21,1405-03-30,23548663.5
C00490,5,12769029.0,2553805.8,1400-04-23,1405-03-12,19153543.5
C00491,4,6832978.0,1708244.5,1401-08-03,1405-06-09,10249467.0
C00492,8,16649510.0,2081188.75,1401-07-12,1405-06-19,24974265.0
C00493,6,13582863.0,2263810.5,1400-12-21,1405-05-30,20374294.5
C00494,6,10488801.0,1748133.5,1400-04-24,1404-11-11,15733201.5
C00495,8,23515002.0,2939375.25,1402-10-01,1405-01-10,35272503.0
C00496,5,18442145.0,3688429.0,1401-03-13,1403-06-26,27663217.5
C00497,5,11945709.0,2389141.8,1400-04-09,1405-03-03,17918563.5
C00498,8,18952513.0,2369064.125,1402-01-12,1404-05-17,28428769.5
C00499,8,13465098.0,1683137.25,1401-06-12,1404-12-03,20197647.0
C00500,7,15653644.0,2236234.8571428573,1401-01-08,1405-05-23,23480466.0
C00501,5,7987483.0,1597496.6,1400-03-26,1405-01-14,11981224.5
C00502,5,9951648.0,1990329.6,1400-01-03,1405-01-28,14927472.0
C00503,4,9917296.0,2479324.0,1403-02-31,1404-12-28,14875944.0
C00504,7,14850966.0,2121566.5714285714,1400-01-13,1405-01-28,22276449.0
C00505,3,6754700.0,2251566.6666666665,1400-08-12,1403-08-07,10132050.0
C00506,8,17591651.0,2198956.375,1400-04-31,1405-05-19,26387476.5
C00507,4,7129980.0,1782495.0,1400-06-15,1405-01-13,10694970.0
C00508,9,11336808.0,1259645.3333333333,1401-01-23,1404-12-17,17005212.0
C00509,7,21504016.0,3072002.285714286,1400-08-07,1404-03-08,32256024.0
C00510,6,14323060.0,2387176.6666666665,1400-05-31,1405-05-31,21484590.0
C00511,6,9250388.0,1541731.3333333333,1400-02-13,1404-01-14,13875582.0
C00512,10,25129394.0,2512939.4,1400-07-10,1404-04-17,37694091.0
C00513,9,18640124.0,2071124.888888889,1401-05-12,1404-11-01,27960186.0
C00514,7,16225219.0,2317888.4285714286,1401-12-20,1405-01-11,24337828.5
C00515,8,15907021.0,1988377.625,1401-08-07,1404-11-20,23860531.5
C00516,3,6261229.0,2087076.3333333333,1401-09-13,1405-06-13,9391843.5
C00517,5,10993202.0,2198640.4,1401-05-07,1405-04-26,16489803.0
C00518,8,16766001.0,2095750.125,1400-11-02,1405-02-01,25149001.5
C00519,9,15816777.0,1757419.6666666667,1400-03-01,1403-02-21,23725165.5
C00520,5,14148816.0,2829763.2,1401-02-25,1404-07-03,21223224.0
C00521,7,13799570.0,1971367.142857143,1400-03-26,1403-03-13,20699355.0
C00522,6,12612948.0,2102158.0,1400-08-15,1405-05-26,18919422.0
C00523,5,14611105.0,2922221.0,1400-12-19,1405-05-28,21916657.5
C00524,9,26712233.0,2968025.888888889,1400-04-28,1405-05-29,40068349.5
C00525,2,4090908.0,2045454.0,1403-02-04,1404-05-27,6136362.0
C00526,11,15605116.0,1418646.9090909092,1400-03-29,1404-10-08,23407674.0
C00527,5,14551496.0,2910299.2,1402-03-11,1403-05-13,21827244.0
C00528,12,28852967.0,2404413.9166666665,1400-10-12,1405-05-31,43279450.5
C00529,7,12253198.0,1750456.857142857,1400-01-13,1405-03-20,18379797.0
C00530,4,10465734.0,2616433.5,1403-03-28,1404-08-24,15698601.0
C00531,12,24243735.0,2020311.25,1401-05-05,1405-06-04,36365602.5
C00532,10,13333064.0,1333306.4,1400-08-21,1405-02-25,19999596.0
C00533,9,20823475.0,2313719.4444444445,1400-01-22,1405-01-02,31235212.5
C00534,7,19338979.0,2762711.285714286,1400-03-08,1404-04-03,29008468.5
C00535,2,5221830.0,2610915.0,1402-03-22,1403-11-09,7832745.0
C00536,7,15159789.0,2165684.1428571427,1400-01-23,1405-05-24,22739683.5
C00537,11,28897097.0,2627008.8181818184,1400-12-14,1405-04-19,43345645.5
C00538,12,32069503.0,2672458.5833333335,1401-05-27,1405-06-11,48104254.5
C00539,6,12180778.0,2030129.6666666667,1400-11-06,1405-05-22,18271167.0
C00540,9,16298175.0,1810908.3333333333,1400-06-23,1405-02-14,24447262.5
C00541,8,27911369.0,3488921.125,1401-04-19,1404-11-06,41867053.5
C00542,11,23019097.0,2092645.1818181819,1400-03-03,1404-09-30,34528645.5
C00543,6,19911029.0,3318504.8333333335,1400-03-10,1405-05-31,29866543.5
C00544,5,9174911.0,1834982.2,1400-02-05,1404-11-29,13762366.5
C00545,5,8818213.0,1763642.6,1400-07-09,1405-06-24,13227319.5
C00546,9,26191850.0,2910205.5555555555,1402-01-21,1404-06-06,39287775.0
C00547,3,6998047.0,2332682.3333333335,1401-01-11,1404-04-27,10497070.5
C00548,8,20761237.0,2595154.625,1400-03-23,1403-10-23,31141855.5
C00549,8,17939884.0,2242485.5,1400-08-01,1403-12-13,26909826.0
C00550,6,14890410.0,2481735.0,1400-04-22,1404-07-26,22335615.0
C00551,9,15027462.0,1669718.0,1400-05-22,1405-03-06,22541193.0
C00552,3,8715871.0,2905290.3333333335,1403-01-12,1404-02-16,13073806.5
C00553,10,21887882.0,2188788.2,1400-04-16,1405-01-01,32831823.0
C00554,8,19974013.0,2496751.625,1400-01-06,1404-08-12,29961019.5
C00555,8,22109789.0,2763723.625,1401-04-28,1404-11-04,33164683.5
C00556,6,10241695.0,1706949.1666666667,1400-03-19,1405-02-30,15362542.5
C00557,10,11659977.0,1165997.7,1400-01-25,1405-02-16,17489965.5
C00558,8,19560325.0,2445040.625,1400-03-29,1405-04-23,29340487.5
C00559,9,22121416.0,2457935.111111111,1400-07-14,1405-03-24,33182124.0
C00560,13,30760998.0,2366230.6153846155,1401-07-08,1405-02-23,46141497.0
C00561,9,26444801.0,2938311.222222222,1400-12-01,1404-05-03,39667201.5
C00562,7,17847792.0,2549684.5714285714,1400-08-02,1405-06-26,26771688.0
C00563,7,17438751.0,2491250.1428571427,1402-07-01,1404-01-08,26158126.5
C00564,10,19380400.0,1938040.0,1400-12-19,1404-11-03,29070600.0
C00565,14,24926264.0,1780447.4285714286,1401-03-31,1405-05-07,37389396.0
C00566,9,28285773.0,3142863.6666666665,1403-08-09,1405-06-30,42428659.5
C00567,6,14064394.0,2344065.6666666665,1402-07-03,1405-05-26,21096591.0
C00568,10,22609692.0,2260969.2,1400-10-03,1405-05-29,33914538.0
C00569,7,15605758.0,2229394.0,1401-10-13,1405-04-17,23408637.0
C00570,5,8160551.0,1632110.2,1400-11-13,1405-01-27,12240826.5
C00571,6,15741394.0,2623565.6666666665,1400-10-25,1404-05-06,23612091.0
C00572,9,26061149.0,2895683.222222222,1400-03-07,1404-09-08,39091723.5
C00573,5,6788221.0,1357644.2,1400-03-25,1402-09-16,10182331.5
C00574,8,24821859.0,3102732.375,1400-02-06,1404-12-12,37232788.5
C00575,5,8019859.0,1603971.8,1401-12-29,1404-01-02,12029788.5
C00576,3,7049322.0,2349774.0,1400-10-27,1403-08-10,10573983.0
C00577,8,14202742.0,1775342.75,1400-06-20,1405-02-31,21304113.0
C00578,6,19378974.0,3229829.0,1401-09-07,1404-10-21,29068461.0
C00579,7,26632078.0,3804582.5714285714,1401-03-07,1405-05-24,39948117.0
C00580,9,13877177.0,1541908.5555555555,1400-11-01,1405-05-29,20815765.5
C00581,7,18344494.0,2620642.0,1401-06-05,1405-02-26,27516741.0
C00582,7,21922407.0,3131772.4285714286,1401-02-26,1404-12-25,32883610.5
C00583,9,21099315.0,2344368.3333333335,1401-11-28,1404-11-02,31648972.5
C00584,4,5981561.0,1495390.25,1402-11-04,1405-06-29,8972341.5
C00585,8,15442219.0,1930277.375,1400-02-18,1404-02-06,23163328.5
C00586,8,18299004.0,2287375.5,1402-06-07,1405-06-23,27448506.0
C00587,14,26493245.0,1892374.642857143,1400-06-06,1404-08-03,39739867.5
C00588,5,5291530.0,1058306.0,1400-06-29,1404-07-25,7937295.0
C00589,9,22197554.0,2466394.888888889,1400-03-27,1405-03-31,33296331.0
C00590,4,11623458.0,2905864.5,1400-03-25,1405-04-18,17435187.0
C00591,8,22334191.0,2791773.875,1400-01-24,1405-06-21,33501286.5
C00592,4,4931001.0,1232750.25,1400-07-16,1403-12-27,7396501.5
C00593,9,22021099.0,2446788.777777778,1400-01-01,1405-02-25,33031648.5
C00594,4,10334424.0,2583606.0,1401-03-24,1403-12-03,15501636.0
C00595,6,13000958.0,2166826.3333333335,1402-06-20,1404-07-16,19501437.0
C00596,8,25221376.0,3152672.0,1400-04-15,1404-08-29,37832064.0
C00597,7,16964347.0,2423478.1428571427,1400-10-15,1405-02-31,25446520.5
C00598,8,13865550.0,1733193.75,1400-04-08,1404-04-02,20798325.0
C00599,8,20201215.0,2525151.875,1400-05-06,1405-03-19,30301822.5
C00600,10,30799805.0,3079980.5,1400-01-29,1405-06-16,46199707.5
C00601,7,23350169.0,3335738.4285714286,1401-02-26,1405-03-01,35025253.5
C00602,5,9766175.0,1953235.0,1400-01-17,1403-10-11,14649262.5
C00603,6,14881781.0,2480296.8333333335,1402-09-24,1405-04-18,22322671.5
C00604,6,17981737.0,2996956.1666666665,1402-01-07,1404-12-16,26972605.5
C00605,5,9088246.0,1817649.2,1400-10-30,1404-10-23,13632369.0
C00606,3,11558142.0,3852714.0,1401-01-15,1405-02-06,17337213.0
C00607,6,10913194.0,1818865.6666666667,1401-07-16,1403-10-15,16369791.0
C00608,9,21589714.0,2398857.111111111,1400-01-11,1405-02-31,32384571.0
C00609,13,35815708.0,2755054.4615384615,1400-01-14,1404-12-07,53723562.0
C00610,9,18299855.0,2033317.2222222222,1401-03-30,1405-05-15,27449782.5
C00611,6,16549615.0,2758269.1666666665,1400-04-19,1404-07-13,24824422.5
C00612,7,15629287.0,2232755.285714286,1400-03-21,1404-05-15,23443930.500000004
C00613,8,21727959.0,2715994.875,1400-03-12,1405-05-13,32591938.5
C00614,5,9314048.0,1862809.6,1401-06-11,1405-04-11,13971072.0
C00615,12,34607925.0,2883993.75,1400-07-15,1405-06-07,51911887.5
C00616,9,23429563.0,2603284.777777778,1401-06-01,1405-06-18,35144344.5
C00617,9,23390501.0,2598944.5555555555,1401-07-18,1404-12-10,35085751.5
C00618,5,10077747.0,2015549.4,1400-06-24,1405-01-12,15116620.5
C00619,9,21642245.0,2404693.888888889,1400-08-02,1404-05-17,32463367.5
C00620,6,8815024.0,1469170.6666666667,1401-05-31,1405-05-17,13222536.0
C00621,6,7847083.0,1307847.1666666667,1400-10-13,1405-05-20,11770624.5
C00622,10,15110034.0,1511003.4,1401-07-07,1405-02-20,22665051.0
C00623,7,20486008.0,2926572.5714285714,1402-09-16,1404-11-06,30729012.0
C00624,9,24593706.0,2732634.0,1400-01-12,1404-12-23,36890559.0
C00625,4,10309930.0,2577482.5,1401-04-27,1404-10-20,15464895.0
C00626,3,3432795.0,1144265.0,1400-07-29,1404-10-09,5149192.5
C00627,8,19800807.0,2475100.875,1400-12-11,1405-01-21,29701210.5
C00628,5,10218586.0,2043717.2,1400-03-03,1405-04-25,15327879.0
C00629,5,8551991.0,1710398.2,1400-11-10,1405-01-04,12827986.5
C00630,6,20827762.0,3471293.6666666665,1400-06-02,1405-01-13,31241643.0
C00631,11,28029525.0,2548138.6363636362,1402-09-06,1404-07-22,42044287.5
C00632,3,6280656.0,2093552.0,1401-12-14,1403-06-05,9420984.0
C00633,4,5697251.0,1424312.75,1401-05-13,1404-06-26,8545876.5
C00634,8,16604485.0,2075560.625,1400-10-15,1404-05-10,24906727.5
C00635,5,12022188.0,2404437.6,1400-12-12,1405-06-22,18033282.0
C00636,8,19381908.0,2422738.5,1400-05-13,1404-07-14,29072862.0
C00637,8,16968316.0,2121039.5,1400-02-07,1404-09-01,25452474.0
C00638,8,13894835.0,1736854.375,1400-10-06,1405-05-31,20842252.5
C00639,5,21033861.0,4206772.2,1402-07-10,1405-02-16,31550791.5
C00640,8,24268908.0,3033613.5,1400-07-15,1404-01-05,36403362.0
C00641,5,17510038.0,3502007.6,1400-06-15,1405-02-06,26265057.0
C00642,5,9583778.0,1916755.6,1401-09-14,1404-01-29,14375667.0
C00643,6,14050737.0,2341789.5,1401-02-16,1405-05-28,21076105.5
C00644,6,16920615.0,2820102.5,1400-03-07,1405-04-12,25380922.5
C00645,5,8683002.0,1736600.4,1401-08-23,1404-06-11,13024503.0
C00646,5,9241012.0,1848202.4,1402-07-08,1404-06-06,13861518.0
C00647,9,13329510.0,1481056.6666666667,1400-04-05,1405-04-01,19994265.0
C00648,9,14611767.0,1623529.6666666667,1400-06-31,1404-11-10,21917650.5
C00649,5,14433952.0,2886790.4,1400-03-11,1404-11-01,21650928.0
C00650,9,21387230.0,2376358.888888889,1401-09-21,1405-01-05,32080845.0
C00651,11,26377952.0,2397995.6363636362,1401-07-04,1404-08-09,39566928.0
C00652,9,27350746.0,3038971.777777778,1401-01-04,1405-04-14,41026119.0
C00653,7,7818089.0,1116869.857142857,1400-01-23,1405-06-24,11727133.499999998
C00654,8,24639112.0,3079889.0,1401-01-14,1405-03-16,36958668.0
C00655,8,14450348.0,1806293.5,1400-09-14,1405-05-04,21675522.0
C00656,2,9992442.0,4996221.0,1404-11-26,1405-06-25,14988663.0
C00657,8,17978610.0,2247326.25,1400-01-20,1405-05-08,26967915.0
C00658,10,22045188.0,2204518.8,1400-01-30,1405-06-05,33067782.0
C00659,9,21824721.0,2424969.0,1400-04-17,1405-02-05,32737081.5
C00660,8,11621317.0,1452664.625,1400-12-24,1405-01-02,17431975.5
C00661,4,4378742.0,1094685.5,1400-02-22,1403-02-12,6568113.0
C00662,11,28981084.0,2634644.0,1401-05-09,1405-04-28,43471626.0
C00663,8,6785771.0,848221.375,1402-09-22,1405-05-30,10178656.5
C00664,2,3064065.0,1532032.5,1402-02-09,1405-04-27,4596097.5
C00665,9,11813709.0,1312634.3333333333,1401-08-02,1404-12-06,17720563.5
C00666,7,15801448.0,2257349.714285714,1400-04-02,1405-03-04,23702171.999999996
C00667,3,8663294.0,2887764.6666666665,1400-01-09,1404-02-05,12994941.0
C00668,10,33002565.0,3300256.5,1400-02-02,1404-11-10,49503847.5
C00669,7,8482869.0,1211838.4285714286,1401-10-03,1405-04-16,12724303.5
C00670,7,22631197.0,3233028.1428571427,1400-01-06,1403-11-26,33946795.5
C00671,4,15076906.0,3769226.5,1401-08-26,1405-01-17,22615359.0
C00672,7,14994264.0,2142037.714285714,1400-02-29,1405-01-15,22491395.999999996
C00673,7,19191165.0,2741595.0,1400-02-12,1404-11-06,28786747.5
C00674,6,7236521.0,1206086.8333333333,1401-03-07,1405-03-30,10854781.5
C00675,5,12161953.0,2432390.6,1400-10-15,1404-05-18,18242929.5
C00676,10,23575190.0,2357519.0,1400-11-03,1404-02-07,35362785.0
C00677,8,25322572.0,3165321.5,1401-05-29,1405-01-11,37983858.0
C00678,4,3876242.0,969060.5,1400-01-11,1402-02-15,5814363.0
C00679,12,27713375.0,2309447.9166666665,1400-02-08,1405-03-10,41570062.5
C00680,5,14704806.0,2940961.2,1400-09-04,1405-06-20,22057209.0
C00681,10,24496671.0,2449667.1,1400-02-02,1404-11-14,36745006.5
C00682,6,6654932.0,1109155.3333333333,1401-03-13,1405-02-24,9982398.0
C00683,10,23389831.0,2338983.1,1400-07-10,1404-10-02,35084746.5
C00684,5,10513506.0,2102701.2,1400-03-24,1404-11-15,15770259.0
C00685,4,10451697.0,2612924.25,1400-02-17,1404-02-13,15677545.5
C00686,7,16241197.0,2320171.0,1400-10-24,1404-01-05,24361795.5
C00687,6,14038042.0,2339673.6666666665,1400-02-06,1404-11-17,21057063.0
C00688,4,4173361.0,1043340.25,1400-05-19,1404-08-09,6260041.5
C00689,7,13010661.0,1858665.857142857,1400-08-03,1405-05-03,19515991.5
C00690,4,8344705.0,2086176.25,1402-04-31,1405-01-15,12517057.5
C00691,6,13824540.0,2304090.0,1401-10-01,1404-12-12,20736810.0
C00692,4,7513195.0,1878298.75,1402-03-03,1404-01-03,11269792.5
C00693,13,25612912.0,1970224.0,1400-02-02,1405-01-08,38419368.0
C00694,6,16775991.0,2795998.5,1400-01-01,1404-06-01,25163986.5
C00695,10,26549343.0,2654934.3,1400-06-11,1405-05-29,39824014.5
C00696,4,13760540.0,3440135.0,1401-11-19,1404-11-19,20640810.0
C00697,7,15730761.0,2247251.5714285714,1400-01-05,1405-05-28,23596141.5
C00698,7,13920437.0,1988633.857142857,1400-11-29,1405-03-17,20880655.5
C00699,7,24461730.0,3494532.8571428573,1400-02-03,1405-01-26,36692595.0
C00700,7,15580617.0,2225802.4285714286,1400-05-07,1405-04-18,23370925.5
C00701,7,16848072.0,2406867.4285714286,1400-03-12,1405-06-22,25272108.0
C00702,5,8917307.0,1783461.4,1400-05-30,1405-02-24,13375960.5
C00703,8,23242457.0,2905307.125,1400-06-27,1404-10-08,34863685.5
C00704,4,11331171.0,2832792.75,1400-04-30,1403-11-05,16996756.5
C00705,8,20269438.0,2533679.75,1400-10-23,1405-04-22,30404157.0
C00706,9,13396056.0,1488450.6666666667,1401-05-05,1404-05-03,20094084.0
C00707,11,28918257.0,2628932.4545454546,1400-06-20,1405-06-17,43377385.5
C00708,8,17685466.0,2210683.25,1400-01-06,1405-06-07,26528199.0
C00709,4,6770248.0,1692562.0,1401-02-24,1403-09-30,10155372.0
C00710,5,17082687.0,3416537.4,1403-12-08,1405-06-27,25624030.5
